Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (primary)	Organism (ID)
Q3J4E6	reviewed	PCCR_CERS4	Propionyl-CoA carboxylase regulator	pccR RHOS4_07700 RSP_2186	Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.) (Rhodobacter sphaeroides)	461	pccR	272943
Q3J5L4	reviewed	ACCA_CERS4	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA RHOS4_03520 RSP_1772	Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.) (Rhodobacter sphaeroides)	319	accA	272943
Q3JE87	reviewed	RBL_NITOC	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	cbbL Noc_0333	Nitrosococcus oceani (strain ATCC 19707 / BCRC 17464 / JCM 30415 / NCIMB 11848 / C-107)	492	cbbL	323261
Q3JQT8	reviewed	ACCA_BURP1	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA BURPS1710b_2679	Burkholderia pseudomallei (strain 1710b)	323	accA	320372
Q3KF15	reviewed	ACCD_PSEPF	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD Pfl01_1898	Pseudomonas fluorescens (strain Pf0-1)	306	accD	205922
Q3KH96	reviewed	ACCA_PSEPF	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA Pfl01_1117	Pseudomonas fluorescens (strain Pf0-1)	315	accA	205922
Q3KM97	reviewed	ACCA_CHLTA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA CTA_0287	Chlamydia trachomatis serovar A (strain ATCC VR-571B / DSM 19440 / HAR-13)	324	accA	315277
Q3MA36	reviewed	ACCA_TRIV2	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA Ava_2535	Trichormus variabilis (strain ATCC 29413 / PCC 7937) (Anabaena variabilis)	326	accA	240292
Q3MGS5	reviewed	ACCD_TRIV2	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD Ava_0185	Trichormus variabilis (strain ATCC 29413 / PCC 7937) (Anabaena variabilis)	316	accD	240292
Q3SL76	reviewed	ACCA_THIDA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA Tbd_0588	Thiobacillus denitrificans (strain ATCC 25259)	322	accA	292415
Q3SNG2	reviewed	RBL1B_NITWN	Ribulose bisphosphate carboxylase large chain 2 (RuBisCO large subunit 2) (EC 4.1.1.39)	cbbL2 Nwi_2929	Nitrobacter winogradskyi (strain ATCC 25391 / DSM 10237 / CIP 104748 / NCIMB 11846 / Nb-255)	489	cbbL2	323098
Q3SR45	reviewed	RBL1A_NITWN	Ribulose bisphosphate carboxylase large chain 1 (RuBisCO large subunit 1) (EC 4.1.1.39)	cbbL1 Nwi_1987	Nitrobacter winogradskyi (strain ATCC 25391 / DSM 10237 / CIP 104748 / NCIMB 11846 / Nb-255)	473	cbbL1	323098
Q3SVN2	reviewed	ACCA_NITWN	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA Nwi_0392	Nitrobacter winogradskyi (strain ATCC 25391 / DSM 10237 / CIP 104748 / NCIMB 11846 / Nb-255)	320	accA	323098
Q3SWM0	reviewed	ACCD_NITWN	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD Nwi_0053	Nitrobacter winogradskyi (strain ATCC 25391 / DSM 10237 / CIP 104748 / NCIMB 11846 / Nb-255)	319	accD	323098
Q3T0K1	reviewed	CALU_BOVIN	Calumenin	CALU	Bos taurus (Bovine)	315	CALU	9913
Q3YU43	reviewed	HPCH_SHISS	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase (EC 4.1.2.52) (2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase) (HHED aldolase) (4-hydroxy-2-ketoheptane-1,7-dioate aldolase) (HKHD aldolase)	hpcH hpaI SSON_4494	Shigella sonnei (strain Ss046)	262	hpcH	300269
Q3YZP5	reviewed	ACCD_SHISS	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD SSON_2374	Shigella sonnei (strain Ss046)	304	accD	300269
Q3Z5H3	reviewed	ACCA_SHISS	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA SSON_0197	Shigella sonnei (strain Ss046)	319	accA	300269
Q40073	reviewed	RCAA_HORVU	Ribulose bisphosphate carboxylase/oxygenase activase A, chloroplastic (RA A) (RuBisCO activase A)	RCAA	Hordeum vulgare (Barley)	464	RCAA	4513
Q40460	reviewed	RCA1_TOBAC	Ribulose bisphosphate carboxylase/oxygenase activase 1, chloroplastic (RA 1) (RuBisCO activase 1)		Nicotiana tabacum (Common tobacco)	442		4097
Q40565	reviewed	RCA2_TOBAC	Ribulose bisphosphate carboxylase/oxygenase activase 2, chloroplastic (RA 2) (RuBisCO activase 2)	RCA	Nicotiana tabacum (Common tobacco)	439	RCA	4097
Q40762	reviewed	PHY_PICAB	Phytochrome		Picea abies (Norway spruce) (Picea excelsa)	1136		3329
Q41046	reviewed	PHY_PINSY	Phytochrome		Pinus sylvestris (Scotch pine)	1131		3349
Q42783	reviewed	BCCP_SOYBN	Biotin carboxyl carrier protein of acetyl-CoA carboxylase, chloroplastic (BCCP)	ACCB-1	Glycine max (Soybean) (Glycine hispida)	262	ACCB-1	3847
Q43299	reviewed	CAPP_AMAHP	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)		Amaranthus hypochondriacus (Prince-of-Wales feather) (Amaranthus hybridus var. hypochondriacus)	964		28502
Q43832	reviewed	RBS2_SPIOL	Ribulose bisphosphate carboxylase small subunit, chloroplastic 2 (RuBisCO small subunit 2)	RBCS2	Spinacia oleracea (Spinach)	180	RBCS2	3562
Q44678	reviewed	PURK_CORAM	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK	Corynebacterium ammoniagenes (Brevibacterium ammoniagenes)	413	purK	1697
Q46E16	reviewed	RBL_METBF	Ribulose bisphosphate carboxylase (RuBisCO) (EC 4.1.1.39)	rbcL Mbar_A0902	Methanosarcina barkeri (strain Fusaro / DSM 804)	428	rbcL	269797
Q46GN1	reviewed	RBL_PROMT	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	cbbL rbcL PMN2A_1879	Prochlorococcus marinus (strain NATL2A)	470	cbbL	59920
Q46GP3	reviewed	ACCA_PROMT	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA PMN2A_1865	Prochlorococcus marinus (strain NATL2A)	329	accA	59920
Q46LE5	reviewed	ACCD_PROMT	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD PMN2A_0191	Prochlorococcus marinus (strain NATL2A)	294	accD	59920
Q473D1	reviewed	ACCA_CUPPJ	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA Reut_A1124	Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197) (Cupriavidus necator (strain JMP 134))	323	accA	264198
Q479W5	reviewed	RBL2_DECAR	Ribulose bisphosphate carboxylase (RuBisCO) (EC 4.1.1.39)	cbbM Daro_3637	Dechloromonas aromatica (strain RCB)	459	cbbM	159087
Q47HQ3	reviewed	ACCD_DECAR	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD Daro_0872	Dechloromonas aromatica (strain RCB)	289	accD	159087
Q47HT1	reviewed	ACCA_DECAR	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA Daro_0844	Dechloromonas aromatica (strain RCB)	322	accA	159087
Q47XK5	reviewed	ACCD_COLP3	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD CPS_3802	Colwellia psychrerythraea (strain 34H / ATCC BAA-681) (Vibrio psychroerythus)	285	accD	167879
Q485F2	reviewed	ACCA_COLP3	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA CPS_1571	Colwellia psychrerythraea (strain 34H / ATCC BAA-681) (Vibrio psychroerythus)	318	accA	167879
Q48952	reviewed	RBL_AURMS	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	cbbL rbcL	Aurantimonas manganoxydans (strain ATCC BAA-1229 / DSM 21871 / SI85-9A1)	486	cbbL	287752
Q48F75	reviewed	ACCA_PSE14	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA PSPPH_3824	Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) (Pseudomonas syringae pv. phaseolicola (strain 1448A / Race 6))	315	accA	264730
Q48L24	reviewed	ACCD_PSE14	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD PSPPH_1658	Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) (Pseudomonas syringae pv. phaseolicola (strain 1448A / Race 6))	306	accD	264730
Q48LY6	reviewed	OADC_PSE14	Oxaloacetate decarboxylase (EC 4.1.1.112)	PSPPH_1328	Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) (Pseudomonas syringae pv. phaseolicola (strain 1448A / Race 6))	289		264730
Q48RS6	reviewed	ACCD_STRPM	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD M28_Spy1474	Streptococcus pyogenes serotype M28 (strain MGAS6180)	288	accD	319701
Q49136	reviewed	CAPP_METEA	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	ppc ppcA MexAM1_META1p1732	Methylorubrum extorquens (strain ATCC 14718 / DSM 1338 / JCM 2805 / NCIMB 9133 / AM1) (Methylobacterium extorquens)	922	ppc	272630
Q492H4	reviewed	ACCD_BLOPB	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD BPEN_511	Blochmannia pennsylvanicus (strain BPEN)	294	accD	291272
Q493B6	reviewed	ACCA_BLOPB	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA BPEN_295	Blochmannia pennsylvanicus (strain BPEN)	319	accA	291272
Q49KY9	reviewed	ACCD_EUCGG	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD	Eucalyptus globulus subsp. globulus (Tasmanian blue gum)	490	accD	71271
Q49WI9	reviewed	PURK_STAS1	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK SSP1725	Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41)	375	purK	342451
Q49YC9	reviewed	ACCA_STAS1	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA SSP1067	Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41)	314	accA	342451
Q49YD0	reviewed	ACCD_STAS1	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD SSP1066	Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41)	288	accD	342451
Q4FNA6	reviewed	ACCA_PELUB	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA SAR11_0511	Pelagibacter ubique (strain HTCC1062)	368	accA	335992
Q4FND1	reviewed	ACCD_PELUB	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD SAR11_0486	Pelagibacter ubique (strain HTCC1062)	309	accD	335992
Q4FUL1	reviewed	ACCD_PSYA2	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD Psyc_0434	Psychrobacter arcticus (strain DSM 17307 / VKM B-2377 / 273-4)	317	accD	259536
Q4G3F4	reviewed	RBL_EMIHU	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Emiliania huxleyi (Coccolithophore) (Pontosphaera huxleyi)	488	rbcL	2903
Q4KEZ8	reviewed	ACCD_PSEF5	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD PFL_2073	Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5)	306	accD	220664
Q4KHG0	reviewed	ACCA_PSEF5	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA PFL_1192	Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5)	315	accA	220664
Q4L574	reviewed	PURK_STAHJ	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK SH1892	Staphylococcus haemolyticus (strain JCSC1435)	374	purK	279808
Q4L741	reviewed	ACCA_STAHJ	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA SH1225	Staphylococcus haemolyticus (strain JCSC1435)	315	accA	279808
Q4L742	reviewed	ACCD_STAHJ	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD SH1224	Staphylococcus haemolyticus (strain JCSC1435)	288	accD	279808
Q4QJY5	reviewed	ACCD_HAEI8	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD NTHI1904	Haemophilus influenzae (strain 86-028NP)	296	accD	281310
Q4QND7	reviewed	ACCA_HAEI8	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA NTHI0528	Haemophilus influenzae (strain 86-028NP)	315	accA	281310
Q4U471	reviewed	CALU_MESAU	Calumenin	CALU	Mesocricetus auratus (Golden hamster)	315	CALU	10036
Q4USP4	reviewed	ACCA_XANC8	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA XC_2881	Xanthomonas campestris pv. campestris (strain 8004)	319	accA	314565
Q4UWC9	reviewed	ACCD_XANC8	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD XC_1578	Xanthomonas campestris pv. campestris (strain 8004)	295	accD	314565
Q4ZVW0	reviewed	ACCD_PSEU2	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD Psyr_1664	Pseudomonas syringae pv. syringae (strain B728a)	306	accD	205918
Q4ZWR2	reviewed	ACCA_PSEU2	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA Psyr_1359	Pseudomonas syringae pv. syringae (strain B728a)	315	accA	205918
Q51856	reviewed	RBL_HYDTE	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	cbbL	Hydrogenophilus thermoluteolus (Pseudomonas hydrogenothermophila)	474	cbbL	297
Q53JY8	reviewed	ACLA1_ORYSJ	ATP-citrate synthase subunit alpha chain protein 1 (ATP-citrate synthase A-1) (EC 2.3.3.8) (ATP-citrate lyase A-1) (Citrate cleavage enzyme A-1)	ACLA-1 Os11g0693800 LOC_Os11g47120 OsJ_34825	Oryza sativa subsp. japonica (Rice)	407	ACLA-1	39947
Q54764	reviewed	ALDEC_SYNE7	Aldehyde decarbonylase (AD) (EC 4.1.99.5) (Fatty aldehyde decarbonylase)	Synpcc7942_1593	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	231		1140
Q54766	reviewed	ACCA_SYNE7	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA Synpcc7942_1595 sec0029	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	327	accA	1140
Q54769	reviewed	GCH1_SYNE7	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I)	folE Synpcc7942_1597 sec0031	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	213	folE	1140
Q54776	reviewed	ACCD_SYNE7	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD Synpcc7942_1956	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	305	accD	1140
Q54975	reviewed	PURK_SYNE7	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK Synpcc7942_1428	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	395	purK	1140
Q54LN9	reviewed	ACMSD_DICDI	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase (EC 4.1.1.45) (Picolinate carboxylase)	acmsd DDB_G0286525	Dictyostelium discoideum (Social amoeba)	359	acmsd	44689
Q55670	reviewed	RBCX_SYNY3	RuBisCO chaperone RbcX	rbcX slr0011	Synechocystis sp. (strain PCC 6803 / Kazusa)	138	rbcX	1111708
Q55875	reviewed	RAF1_SYNY3	RuBisCO accumulation factor 1	raf1 sll0102	Synechocystis sp. (strain PCC 6803 / Kazusa)	358	raf1	1111708
Q57417	reviewed	ACCD_SYNY3	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD zfpA sll0336	Synechocystis sp. (strain PCC 6803 / Kazusa)	326	accD	1111708
Q57AF3	reviewed	ACCD_BRUAB	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD BruAb1_2082	Brucella abortus biovar 1 (strain 9-941)	301	accD	262698
Q57AM5	reviewed	ACCA_BRUAB	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA BruAb1_2007	Brucella abortus biovar 1 (strain 9-941)	317	accA	262698
Q57LY8	reviewed	ACCD_SALCH	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD SCH_2368	Salmonella choleraesuis (strain SC-B67)	304	accD	321314
Q57QP9	reviewed	HPCH_SALCH	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase (EC 4.1.2.52) (2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase) (HHED aldolase) (4-hydroxy-2-ketoheptane-1,7-dioate aldolase) (HKHD aldolase)	hpcH hpaI SCH_1056	Salmonella choleraesuis (strain SC-B67)	263	hpcH	321314
Q57T23	reviewed	ACCA_SALCH	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA SCH_0232	Salmonella choleraesuis (strain SC-B67)	319	accA	321314
Q59459	reviewed	RBS1_HYDMR	Ribulose bisphosphate carboxylase small subunit 1 (RuBisCO small subunit 1)	cbbS1 cbbS-1	Hydrogenovibrio marinus	117	cbbS1	28885
Q59461	reviewed	RBS2_HYDMR	Ribulose bisphosphate carboxylase small subunit 2 (RuBisCO small subunit 2)	cbbS2 cbbS-2	Hydrogenovibrio marinus	122	cbbS2	28885
Q59613	reviewed	RBL_NITVU	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	cbbL	Nitrobacter vulgaris	472	cbbL	29421
Q5BCC5	reviewed	CAN_EMENI	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	AN1805	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	228		227321
Q5E1R3	reviewed	PURK_ALIF1	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK VF_2538	Aliivibrio fischeri (strain ATCC 700601 / ES114) (Vibrio fischeri)	370	purK	312309
Q5E3F5	reviewed	ACCA_ALIF1	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA VF_1946	Aliivibrio fischeri (strain ATCC 700601 / ES114) (Vibrio fischeri)	319	accA	312309
Q5E456	reviewed	ACCD_ALIF1	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD VF_1695	Aliivibrio fischeri (strain ATCC 700601 / ES114) (Vibrio fischeri)	294	accD	312309
Q5F8F5	reviewed	ACCA_NEIG1	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA NGO0821	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	319	accA	242231
Q5FRN1	reviewed	ACCD_GLUOX	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD GOX1204	Gluconobacter oxydans (strain 621H) (Gluconobacter suboxydans)	289	accD	290633
Q5GW71	reviewed	CAPP_XANOR	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	ppc XOO3796	Xanthomonas oryzae pv. oryzae (strain KACC10331 / KXO85)	904	ppc	291331
Q5GXR7	reviewed	ACCD_XANOR	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD XOO3250	Xanthomonas oryzae pv. oryzae (strain KACC10331 / KXO85)	295	accD	291331
Q5H1F6	reviewed	ACCA_XANOR	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA XOO1961	Xanthomonas oryzae pv. oryzae (strain KACC10331 / KXO85)	319	accA	291331
Q5HF73	reviewed	ACCD_STAAC	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD SACOL1748	Staphylococcus aureus (strain COL)	285	accD	93062
Q5HF74	reviewed	ACCA_STAAC	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA SACOL1747	Staphylococcus aureus (strain COL)	314	accA	93062
Q5HH19	reviewed	PURK_STAAC	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK SACOL1074	Staphylococcus aureus (strain COL)	374	purK	93062
Q5HNK4	reviewed	ACCD_STAEQ	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD SERP1264	Staphylococcus epidermidis (strain ATCC 35984 / RP62A)	285	accD	176279
