PROTID	GENEID	PROTLEN	cGFP_C1_6h_BioID_1_SPC	cGFP_C1_6h_BioID_2_SPC	cGFP_C1_6h_BioID_3_SPC	cGFP_C2_6h_BioID_1_SPC	cGFP_C2_6h_BioID_2_SPC	cGFP_C2_6h_BioID_3_SPC	cGFP_C3_6h_BioID_1_SPC	cGFP_C3_6h_BioID_2_SPC	cGFP_C3_6h_BioID_3_SPC	cGFP_C4_6h_BioID_1_SPC	cGFP_C4_6h_BioID_2_SPC	cGFP_C4_6h_BioID_3_SPC	cGFP_C5_6h_BioID_1_SPC	cGFP_C5_6h_BioID_2_SPC	cGFP_C5_6h_BioID_3_SPC	cGFP_N1_6h_BioID_1_SPC	cGFP_N1_6h_BioID_2_SPC	cGFP_N1_6h_BioID_3_SPC	cGFP_N2_6h_BioID_1_SPC	cGFP_N2_6h_BioID_2_SPC	cGFP_N2_6h_BioID_3_SPC	cGFP_N3_6h_BioID_1_SPC	cGFP_N3_6h_BioID_2_SPC	cGFP_N3_6h_BioID_3_SPC	cGFP_N4_6h_BioID_1_SPC	cGFP_N4_6h_BioID_2_SPC	cGFP_N4_6h_BioID_3_SPC
Q9NRG7	SDR39U1	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Q9NRG9	AAAS	546	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	4	4	5	3	2	4	3	4	9	11	11	4
Q9NRH1	YAE1	226	1	0	2	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Q9NRH2	SNRK	765	1	4	4	0	1	3	1	1	1	1	0	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Q9NRJ4	TULP4	1543	0	0	0	0	0	0	0	2	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0
Q9NRK6	ABCB10	738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	9	5	5	4	5	3	2	6	2	4
Q9NRL2	BAZ1A	1556	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
Q9NRL3	STRN4	753	18	15	14	13	11	14	10	15	12	28	19	21	23	23	27	63	68	61	34	41	45	55	53	48	35	35	35
Q9NRM2	ZNF277	450	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Q9NRN7	AASDHPPT	309	6	7	4	4	3	8	7	3	7	6	7	6	4	6	6	3	2	1	0	0	0	0	0	0	2	0	0
Q9NRN9	METTL5	209	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NRP0	OSTC	149	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	2	1	1	1	3	1	1	1	2	1	3	1
Q9NRR4	DROSHA	1374	2	5	3	5	9	3	4	3	5	2	2	4	4	1	1	0	2	0	0	1	2	0	0	0	0	0	0
Q9NRR5	UBQLN4	601	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2	2	1	1	1	1	3	1	1
Q9NRU3	CNNM1	951	1	0	0	0	0	1	3	6	3	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0
Q9NRV9	HEBP1	189	1	1	1	1	1	2	0	3	2	1	1	2	1	1	1	3	1	1	0	0	0	0	0	0	0	0	0
Q9NRW3	APOBEC3C	190	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	4	6	5	4	3	5	3	3	3	3	5	2
Q9NRW7	VPS45	570	17	16	18	6	5	16	10	18	9	14	12	12	13	13	12	8	6	10	9	10	9	12	16	13	15	12	11
Q9NRX1	PNO1	252	5	4	5	9	9	6	9	6	11	7	8	4	3	5	2	4	3	6	3	1	1	1	2	1	5	4	2
Q9NRX2	MRPL17	175	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0
Q9NRX4	PHPT1	125	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
Q9NRY2	INIP	104	0	1	1	2	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NRY4	ARHGAP35	1499	31	33	23	7	12	28	15	25	16	33	24	31	32	34	30	22	21	18	9	9	11	6	11	7	10	7	7
Q9NRY5	FAM114A2	505	7	9	9	4	3	9	9	6	7	7	5	7	10	11	9	1	3	4	1	1	2	1	0	0	3	2	1
Q9NRZ9	HELLS	838	13	12	11	21	29	11	18	7	26	7	4	8	4	3	3	1	4	1	6	1	5	2	1	4	2	0	2
Q9NS18	GLRX2	164	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NS69	TOMM22	142	1	1	2	2	1	3	2	1	1	4	2	1	3	2	2	8	6	8	6	6	6	3	5	9	10	10	6
Q9NS73	MBIP	344	0	2	0	2	1	0	2	0	2	0	0	0	0	0	0	9	8	8	13	13	15	6	4	6	11	15	7
Q9NS86	LANCL2	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0
Q9NS87	KIF15	1388	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	2	1	0	0	1	0	2	1	0	1	1	1
Q9NS91	RAD18	495	9	7	8	12	12	7	9	7	13	3	5	3	3	2	4	3	2	2	3	1	2	3	1	2	1	3	0
Q9NSB8	HOMER2	354	0	1	0	0	0	0	0	0	0	0	2	1	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0
Q9NSC2	SALL1	1324	3	1	0	3	2	0	2	1	4	0	1	0	0	0	0	2	2	0	2	2	5	0	0	0	0	0	0
Q9NSD9	FARSB	589	10	10	8	3	4	5	8	5	6	15	10	12	12	11	12	11	14	11	7	8	10	16	15	13	11	12	12
Q9NSE4	IARS2	1012	5	5	3	4	3	10	8	6	9	9	11	9	9	10	13	10	11	8	7	7	6	9	10	13	13	14	12
Q9NSG2	FIRRM	853	0	0	0	5	2	0	3	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Q9NSI2	SLX9	230	0	0	0	3	1	0	1	0	3	1	0	0	0	0	0	2	1	2	2	2	0	1	2	7	9	4	4
Q9NSK0	KLC4	619	8	10	8	1	0	9	6	10	5	6	9	7	10	8	8	8	6	7	0	1	1	2	4	4	4	7	7
Q9NSP4	CENPM	180	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	1	0
Q9NSV4	DIAPH3	1193	5	5	6	3	2	9	3	4	5	2	4	2	4	3	2	0	3	3	0	0	0	2	1	1	2	0	3
Q9NSY1	BMP2K	1161	0	0	0	0	0	1	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NT62	ATG3	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Q9NTI5	PDS5B	1447	0	0	2	11	8	1	3	0	3	0	0	0	0	0	0	2	0	1	2	3	1	0	0	1	1	1	0
Q9NTJ3	SMC4	1288	7	6	9	18	11	9	11	10	10	15	12	16	15	8	11	21	18	19	20	23	23	18	20	25	24	25	23
Q9NTJ5	SACM1L	587	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	2	0	1	4	0	0	3	9	7	1
Q9NTK5	OLA1	396	2	3	3	2	1	6	1	2	3	3	10	3	3	6	3	3	2	1	0	0	0	1	0	1	6	1	1
Q9NTM9	CUTC	273	1	2	1	1	1	2	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NTW7	ZFP64	645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Q9NTX5	ECHDC1	307	8	9	7	9	10	8	8	8	10	8	11	9	7	7	9	10	6	6	5	2	4	2	1	1	6	6	4
Q9NTZ6	RBM12	932	9	10	11	21	23	9	14	11	23	10	9	13	12	6	8	13	13	11	18	15	14	8	11	10	12	16	15
Q9NU19	TBC1D22B	505	2	2	4	1	1	3	1	3	2	6	2	4	3	8	3	0	0	0	0	0	0	0	0	0	0	0	0
Q9NU22	MDN1	5596	4	3	4	38	35	3	28	4	21	15	13	6	3	4	5	20	16	15	15	14	20	12	13	8	12	6	7
Q9NUA8	ZBTB40	1239	1	0	2	4	5	1	3	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0
Q9NUB1	ACSS1	689	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NUD5	ZCCHC3	403	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	7	2	0	0	1	3	2	0	1	1	0
Q9NUG6	PDRG1	133	11	9	9	7	7	10	8	9	11	11	10	9	9	14	13	9	8	9	10	9	8	10	12	13	11	12	9
Q9NUJ1	ABHD10	306	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NUJ3	TCP11L1	509	8	9	6	0	0	4	3	4	7	4	9	5	6	8	10	2	1	1	0	0	0	0	0	0	0	0	0
Q9NUL7	DDX28	540	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	2	4	3	1	6	1	2	1	2	2	3	4
Q9NUM3	SLC39A9	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Q9NUP1	BLOC1S4	217	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NUP7	TRMT13	481	2	1	1	3	2	2	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NUP9	LIN7C	197	7	4	7	3	4	12	7	14	7	7	6	6	5	5	6	3	4	4	2	2	5	1	4	3	3	2	1
Q9NUQ3	TXLNG	528	21	19	19	7	8	16	11	11	14	18	14	19	19	25	24	19	20	11	13	19	13	7	13	7	10	10	12
Q9NUQ7	UFSP2	469	5	2	2	0	4	2	4	6	3	4	3	3	3	4	5	0	1	1	0	0	0	0	0	0	0	0	0
Q9NUQ8	ABCF3	709	3	2	2	1	2	3	1	2	2	4	2	2	6	2	3	4	1	2	0	1	1	1	0	0	0	1	0
Q9NUQ9	CYRIB	324	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	3	3	2	0	0	0	0	0	3	2	1	1
Q9NUU7	DDX19A	478	14	17	16	4	9	18	16	12	19	16	10	14	10	14	13	14	14	11	9	5	5	8	10	7	7	15	14
Q9NUW8	TDP1	608	14	14	12	23	25	16	22	11	21	16	10	11	9	10	13	2	4	4	3	6	5	5	2	2	0	3	2
Q9NUX5	POT1	634	1	1	0	1	1	0	0	0	0	1	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NUY8	TBC1D23	699	1	2	1	1	1	3	2	1	1	1	2	1	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
Q9NV06	DCAF13	445	2	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0
Q9NV56	MRGBP	204	1	2	1	2	3	1	3	2	2	1	1	1	2	1	1	3	2	2	3	3	3	3	2	3	2	0	2
Q9NV70	EXOC1	894	3	4	2	2	0	2	4	2	6	1	2	0	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0
Q9NV88	INTS9	658	11	11	14	23	23	14	26	15	24	7	5	6	5	6	5	14	21	17	17	19	18	7	13	10	0	6	1
Q9NVA1	UQCC1	299	1	1	1	3	5	4	2	2	1	2	1	1	1	2	3	2	1	1	0	0	1	0	1	3	3	2	0
Q9NVA2	SEPTIN11	429	31	36	28	19	23	49	39	50	42	55	49	55	60	56	48	40	40	34	30	23	26	24	25	24	30	27	33
Q9NVC6	MED17	651	1	3	1	5	3	0	3	0	2	1	2	3	3	1	1	3	5	3	5	4	4	6	2	2	4	4	4
Q9NVD7	PARVA	372	0	1	0	0	1	1	2	1	0	1	3	1	1	1	1	0	1	0	0	0	0	2	2	3	2	1	2
Q9NVE7	PANK4	773	4	8	5	0	0	7	3	5	4	7	8	9	9	7	8	3	3	1	6	3	2	4	3	4	3	5	4
Q9NVG8	TBC1D13	400	3	2	4	3	0	3	2	4	2	4	2	7	3	3	5	2	0	1	1	0	0	0	0	0	0	0	0
Q9NVH0	EXD2	621	7	6	5	2	0	5	1	4	2	1	1	0	2	1	1	1	1	1	1	1	2	2	0	1	2	2	1
Q9NVH1	DNAJC11	559	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	5	6	7	11	7	12	8	7	12	9	6	6
Q9NVH2	INTS7	962	0	4	0	2	2	0	3	0	5	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Q9NVH6	TMLHE	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Q9NVI1	FANCI	1328	9	6	8	24	18	11	17	11	19	7	4	6	2	3	3	16	15	14	15	16	19	15	12	14	18	16	14
Q9NVI7	ATAD3A	634	4	3	3	2	1	4	4	5	4	6	6	4	6	5	6	12	13	12	24	12	15	10	9	8	10	9	8
Q9NVJ2	ARL8B	186	3	3	4	4	4	3	2	5	2	5	5	4	3	6	7	7	3	6	3	6	3	4	3	6	3	6	4
Q9NVK5	FGFR1OP2	253	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0
Q9NVM4	PRMT7	692	6	10	9	5	8	10	10	10	11	10	5	7	10	11	13	5	9	7	2	2	1	0	0	0	0	0	0
Q9NVM6	DNAJC17	304	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NVM9	INTS13	706	36	42	40	58	56	39	52	38	57	40	29	35	28	29	24	10	16	10	14	6	14	5	2	3	7	1	3
Q9NVN3	RIC8B	520	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
Q9NVN8	GNL3L	582	0	1	0	2	3	0	3	0	7	2	2	2	3	1	1	0	2	2	2	1	2	1	0	0	0	0	1
Q9NVP1	DDX18	670	6	9	4	14	11	4	11	4	15	9	7	6	5	3	3	13	17	14	12	20	20	23	19	13	19	9	15
Q9NVP2	ASF1B	202	0	0	0	2	2	1	5	1	4	0	1	0	0	1	0	2	0	0	2	0	0	0	0	1	0	0	0
Q9NVQ4	FAIM	179	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Q9NVR0	KLHL11	708	6	5	8	3	1	5	1	7	3	9	5	8	8	5	8	3	3	2	0	1	1	3	5	3	3	2	2
Q9NVR2	INTS10	710	10	8	9	17	14	8	13	9	18	4	7	9	4	3	6	3	1	2	1	0	0	0	0	0	0	0	0
Q9NVR5	DNAAF2	837	8	8	9	2	2	5	4	9	5	11	9	11	10	10	10	5	6	5	3	3	3	0	3	4	1	2	2
Q9NVS2	MRPS18A	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0
Q9NVS9	PNPO	261	2	3	2	4	2	3	2	4	2	1	2	3	2	2	1	3	0	3	1	2	0	0	0	0	1	0	0
Q9NVT9	ARMC1	282	2	5	4	0	0	4	3	3	2	1	5	3	7	4	6	1	1	1	3	2	2	3	1	2	1	1	2
Q9NVU0	POLR3E	708	19	18	13	27	28	13	23	15	22	14	13	16	16	14	11	5	8	5	1	5	5	4	5	4	5	3	8
Q9NVU7	SDAD1	687	0	1	0	4	8	1	6	2	3	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0
Q9NVV0	TMEM38B	291	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Q9NVV4	MTPAP	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	0	1	1	0	0	0	2	1	0
Q9NVX0	HAUS2	235	5	3	5	2	1	3	2	6	3	8	7	13	11	6	7	8	10	10	3	6	4	10	8	6	5	11	7
Q9NVX2	NLE1	485	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Q9NVZ3	NECAP2	263	3	3	2	1	2	2	2	2	3	2	3	3	2	3	2	0	0	0	0	0	0	1	2	2	2	2	2
Q9NW08	POLR3B	1133	5	6	9	19	19	9	16	11	14	7	6	5	4	3	3	6	3	4	0	1	0	5	3	7	5	2	2
Q9NW13	RBM28	759	0	0	0	2	0	0	3	0	1	0	0	0	0	0	0	5	6	8	6	13	14	10	6	10	11	10	6
Q9NW61	PLEKHJ1	149	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Q9NW64	RBM22	420	4	9	5	7	9	4	4	4	5	6	4	5	3	4	4	11	5	12	10	7	11	8	7	5	5	9	8
Q9NW68	BSDC1	430	2	1	1	2	1	2	1	1	3	3	2	1	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0
Q9NW75	GPATCH2	528	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NW82	WDR70	654	6	6	11	13	12	6	12	4	13	9	4	6	3	3	5	1	3	2	3	4	2	0	2	3	0	0	3
Q9NWA0	MED9	146	4	2	4	5	4	3	6	1	3	5	2	3	3	2	2	1	4	3	2	2	1	2	3	1	1	1	0
Q9NWB6	ARGLU1	273	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Q9NWB7	IFT57	429	3	2	3	0	3	3	4	5	3	2	3	4	2	2	4	1	1	1	1	1	0	0	0	0	0	0	0
Q9NWF9	RNF216	866	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NWH9	SLTM	1034	2	1	1	1	1	1	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Q9NWK9	ZNHIT6	470	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NWS0	PIH1D1	290	28	27	27	17	16	34	24	21	22	33	31	26	35	27	30	33	34	36	36	37	43	37	44	43	37	39	39
Q9NWS6	FAM118A	357	0	0	0	1	1	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Q9NWS9	ZNF446	450	1	1	0	1	1	2	0	1	1	3	2	1	3	1	1	3	5	3	8	5	8	3	7	6	2	3	2
Q9NWT1	PAK1IP1	392	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	1	3	3	3	1	5	3	1	5	1	1
Q9NWT6	HIF1AN	349	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	3	2	0	0	0	0	1	0	0
Q9NWU2	GID8	228	7	8	6	7	7	6	8	6	9	10	5	3	12	11	6	10	9	10	12	10	8	6	10	8	7	8	6
Q9NWU5	MRPL22	206	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	3	1	6	1	6	1	3
Q9NWV4	CZIB	160	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Q9NWV8	BABAM1	329	5	3	5	2	4	3	4	1	4	8	7	7	8	12	8	6	4	5	13	3	7	7	6	10	6	4	7
Q9NWW5	CLN6	311	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	2	0	2	1	0	0	0	0	0	0
Q9NWX6	THG1L	298	5	5	3	3	1	6	5	6	4	3	5	5	7	3	4	0	0	0	0	0	0	0	0	0	0	0	0
Q9NWY4	HPF1	346	2	2	1	2	2	1	3	1	2	0	1	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0
Q9NWZ5	UCKL1	548	9	10	7	5	4	8	8	9	12	7	8	9	15	6	7	11	14	10	8	7	8	5	8	4	6	7	2
Q9NWZ8	GEMIN8	242	2	6	3	5	5	2	3	5	3	2	6	2	3	4	3	3	4	2	1	1	1	3	3	4	3	1	2
Q9NX01	TXNL4B	149	6	3	6	8	4	4	4	4	6	4	4	4	3	6	7	5	6	3	5	5	4	1	1	3	1	1	3
Q9NX04	AIRIM	203	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Q9NX08	COMMD8	183	0	2	4	0	0	4	0	3	1	1	1	1	3	1	1	5	5	2	4	0	3	0	0	0	5	7	2
Q9NX20	MRPL16	251	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	1	1	1	1	2	3	3
Q9NX24	NHP2	153	3	4	2	2	2	2	3	4	5	0	0	0	0	0	0	1	2	3	4	2	3	1	1	1	1	1	2
Q9NX38	ABITRAM	181	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NX40	OCIAD1	245	0	1	1	3	0	1	1	0	1	1	3	0	1	1	3	2	1	2	1	1	1	1	6	2	2	3	2
Q9NX46	ADPRS	363	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NX55	HYPK	121	6	5	6	3	2	1	4	1	5	8	3	4	9	4	4	1	2	1	1	3	1	3	3	2	2	2	4
Q9NX58	LYAR	379	5	7	6	9	8	4	8	3	8	4	5	5	4	3	4	16	12	14	16	17	15	13	11	10	15	14	11
Q9NX63	CHCHD3	227	1	0	0	0	0	1	1	1	1	0	1	0	0	0	0	3	4	4	2	4	4	2	1	3	1	1	1
Q9NX70	MED29	200	3	2	3	3	1	1	6	3	3	3	2	1	2	2	2	3	2	3	2	6	2	1	1	1	2	4	2
Q9NX74	DUS2	493	8	4	6	15	11	9	10	4	9	5	6	6	3	3	3	3	5	1	1	5	3	0	3	1	0	0	1
Q9NXC5	MIOS	875	4	2	2	0	0	1	4	3	2	2	1	1	1	2	4	2	3	2	1	1	0	4	4	1	1	3	3
Q9NXD2	MTMR10	777	0	0	0	0	0	13	4	16	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NXE4	SMPD4	866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	1	0
Q9NXE8	CWC25	425	0	0	0	3	1	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NXF1	TEX10	929	2	1	1	3	5	1	5	1	4	1	6	0	1	0	0	8	8	7	3	4	6	4	2	6	2	5	3
Q9NXF7	DCAF16	216	1	2	0	1	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NXG0	CNTLN	1405	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Q9NXG2	THUMPD1	353	1	2	1	3	2	1	3	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Q9NXH9	TRMT1	659	9	8	12	14	11	6	14	3	12	4	6	4	3	1	2	2	3	3	3	7	3	0	1	2	4	1	1
Q9NXL9	MCM9	1143	0	1	0	2	2	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NXN4	GDAP2	497	2	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1
Q9NXR1	NDE1	335	3	3	4	1	1	3	2	2	2	3	4	3	4	3	2	3	4	1	1	1	1	1	3	2	2	3	5
Q9NXR7	BABAM2	383	14	16	19	9	9	13	10	14	9	17	16	14	18	21	22	12	18	16	6	10	13	6	6	7	7	10	6
Q9NXU5	ARL15	204	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Q9NXV2	KCTD5	234	1	4	3	1	0	1	3	1	1	1	0	1	0	0	0	2	2	1	0	0	0	0	0	1	1	0	0
Q9NXV6	CDKN2AIP	580	12	9	10	23	24	12	17	11	20	8	7	6	4	4	5	8	8	10	12	5	7	6	6	5	5	6	5
Q9NXW9	ALKBH4	302	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NXX6	NSMCE4A	385	1	1	2	3	2	1	4	4	5	2	5	3	4	3	4	5	4	7	4	5	4	1	2	1	1	1	2
Q9NY12	GAR1	217	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	7	4	5	3	1	7
Q9NY27	PPP4R2	417	7	13	10	19	20	9	17	9	9	7	5	6	4	5	5	10	7	7	2	7	3	0	0	0	0	1	1
Q9NY33	DPP3	737	6	7	5	1	0	3	1	4	2	4	9	7	5	5	5	6	2	2	7	2	1	5	1	3	4	0	1
Q9NY61	AATF	560	0	1	1	4	5	0	3	0	4	0	0	0	0	0	0	5	5	4	3	7	7	1	2	3	1	3	3
Q9NY74	ETAA1	926	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NY93	DDX56	547	6	8	7	7	8	3	8	7	13	4	4	5	7	1	7	16	20	21	17	23	19	15	23	13	15	11	20
Q9NYA4	MTMR4	1195	0	0	1	0	0	1	0	2	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Q9NYB0	TERF2IP	399	20	18	15	22	22	10	14	8	13	10	11	14	7	8	10	5	6	6	4	2	2	2	3	4	4	5	0
Q9NYB9	ABI2	513	5	5	4	2	1	3	2	6	1	2	1	1	3	1	2	1	2	2	0	0	2	4	3	2	3	5	6
Q9NYF8	BCLAF1	920	28	35	33	46	49	29	41	27	51	22	19	27	17	14	18	31	33	33	32	36	42	24	34	33	26	34	25
Q9NYH9	UTP6	597	1	0	1	1	2	0	1	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NYI0	PSD3	1048	0	0	0	0	0	10	2	3	4	2	1	1	2	0	3	5	4	3	0	0	2	1	1	2	0	0	1
Q9NYJ1	COA4	87	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Q9NYJ8	TAB2	693	7	8	6	2	2	6	8	4	4	11	7	9	10	8	11	25	26	23	20	11	16	11	16	11	26	27	29
Q9NYK5	MRPL39	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	1	1	4	3	6	5	2	3
Q9NYK6	EURL	297	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NYL2	MAP3K20	800	3	3	3	1	1	3	2	1	5	3	4	3	7	5	6	3	2	3	0	3	0	0	2	2	1	2	0
Q9NYL4	FKBP11	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Q9NYL9	TMOD3	352	11	11	14	1	3	11	10	8	11	15	6	11	18	17	11	9	9	4	2	4	4	6	6	4	6	6	2
Q9NYP3	DONSON	566	3	2	3	5	4	4	2	2	4	4	1	2	3	1	1	0	4	4	0	1	1	0	0	0	0	0	0
Q9NYP7	ELOVL5	299	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
Q9NYP9	MIS18A	233	6	5	9	8	10	5	6	7	6	10	9	6	7	8	7	5	4	4	3	4	3	4	3	3	4	7	7
Q9NYR9	NKIRAS2	191	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1
