Source database	Reference DB	Reference ID	interaction detection name	interaction detection reference DB	interaction detection reference ID	Protein 1 confidence unit	Protein 1 confidence value	Protein 1 is overexpressed	Protein 1 is tagged	Protein 1 fullName	Protein 1 shortName	Protein 1 organism	Protein 1 xref DB	Protein 1 xref ID	Protein 2 confidence unit	Protein 2 confidence value	Protein 2 is overexpressed	Protein 2 is tagged	Protein 2 fullName	Protein 2 shortName	Protein 2 organism	Protein 2 xref DB	Protein 2 xref ID
MIPS	PubMed	10702276	far western blotting	MI	0047	boolean	1	false	false	HSPG2; Basement membrane-specific heparan sulfate proteoglycan core protein precursor HSPG; perlecan; PLC	832	9606	SP	P98160	boolean	1	false	false	FGF7;KGF; Keratinocyte growth factor precursor KGF; fibroblast growth factor-7; FGF-7 HBGF-7	833	9606	SP	P21781
MIPS	PubMed	10702276	far western blotting	MI	0047	boolean	1	false	false	HSPG2; Basement membrane-specific heparan sulfate proteoglycan core protein precursor HSPG; perlecan; PLC	832	9606	SP	P98160	boolean	1	false	false	FGF7;KGF; Keratinocyte growth factor precursor KGF; fibroblast growth factor-7; FGF-7 HBGF-7	833	9606	SP	P21781
MIPS	PubMed	10702276	two hybrid	MI	0018	boolean	1	false	false	FGF7;KGF; Keratinocyte growth factor precursor KGF; fibroblast growth factor-7; FGF-7 HBGF-7	833	9606	SP	P21781	boolean	1	false	false	HSPG2; Basement membrane-specific heparan sulfate proteoglycan core protein precursor HSPG; perlecan; PLC	832	9606	SP	P98160
MIPS	PubMed	10702276	far western blotting	MI	0047	boolean	1	false	false	HSPG2; Basement membrane-specific heparan sulfate proteoglycan core protein precursor HSPG; perlecan; PLC	832	9606	SP	P98160	boolean	1	false	false	FGF7;KGF; Keratinocyte growth factor precursor KGF; fibroblast growth factor-7; FGF-7 HBGF-7	833	9606	SP	P21781
MIPS	PubMed	10702276	two hybrid	MI	0018	boolean	1	false	false	FGF7;KGF; Keratinocyte growth factor precursor KGF; fibroblast growth factor-7; FGF-7 HBGF-7	833	9606	SP	P21781	boolean	1	false	false	HSPG2; Basement membrane-specific heparan sulfate proteoglycan core protein precursor HSPG; perlecan; PLC	832	9606	SP	P98160
MIPS	PubMed	10702276	two hybrid	MI	0018	boolean	1	false	false	FGF7;KGF; Keratinocyte growth factor precursor KGF; fibroblast growth factor-7; FGF-7 HBGF-7	833	9606	SP	P21781	boolean	1	false	false	HSPG2; Basement membrane-specific heparan sulfate proteoglycan core protein precursor HSPG; perlecan; PLC	832	9606	SP	P98160
MIPS	PubMed	10702276	two hybrid	MI	0018	boolean	1	false	false	FGF7;KGF; Keratinocyte growth factor precursor KGF; fibroblast growth factor-7; FGF-7 HBGF-7	833	9606	SP	P21781	boolean	1	false	false	HSPG2; Basement membrane-specific heparan sulfate proteoglycan core protein precursor HSPG; perlecan; PLC	832	9606	SP	P98160
MIPS	PubMed	10702276	two hybrid	MI	0018	boolean	1	false	false	HSPG2; Basement membrane-specific heparan sulfate proteoglycan core protein precursor HSPG; perlecan; PLC	832	9606	SP	P98160	boolean	1	false	false	FGF7;KGF; Keratinocyte growth factor precursor KGF; fibroblast growth factor-7; FGF-7 HBGF-7	833	9606	SP	P21781
MIPS	PubMed	10702276	two hybrid	MI	0018	boolean	1	false	false	HSPG2; Basement membrane-specific heparan sulfate proteoglycan core protein precursor HSPG; perlecan; PLC	832	9606	SP	P98160	boolean	1	false	false	FGF7;KGF; Keratinocyte growth factor precursor KGF; fibroblast growth factor-7; FGF-7 HBGF-7	833	9606	SP	P21781
MIPS	PubMed	10702276	two hybrid	MI	0018	boolean	1	false	false	HSPG2; Basement membrane-specific heparan sulfate proteoglycan core protein precursor HSPG; perlecan; PLC	832	9606	SP	P98160	boolean	1	false	false	FGF7;KGF; Keratinocyte growth factor precursor KGF; fibroblast growth factor-7; FGF-7 HBGF-7	833	9606	SP	P21781
MIPS	PubMed	10702276	two hybrid	MI	0018	boolean	1	false	false	HSPG2; Basement membrane-specific heparan sulfate proteoglycan core protein precursor HSPG; perlecan; PLC	832	9606	SP	P98160	boolean	1	false	false	FGF7;KGF; Keratinocyte growth factor precursor KGF; fibroblast growth factor-7; FGF-7 HBGF-7	833	9606	SP	P21781
MIPS	PubMed	10698492	two hybrid	MI	0018	boolean	1	false	false	ETS1; C-ets-1 protein (p54)	834	9606	SP	P14921	boolean	1	false	false	DAXX;BING2; Death domain-associated protein 6; Daxx	779	9606	SP	Q9UER7
MIPS	PubMed	10698492	copurification	MI	0025	boolean	1	false	false	DAXX;BING2; Death domain-associated protein 6; Daxx	779	9606	SP	Q9UER7	boolean	1	false	false	ETS1; C-ets-1 protein (p54)	834	9606	SP	P14921
MIPS	PubMed	10698492	copurification	MI	0025	boolean	1	false	false	ETS1; C-ets-1 protein (p54)	834	9606	SP	P14921	boolean	1	false	false	DAXX;BING2; Death domain-associated protein 6; Daxx	779	9606	SP	Q9UER7
MIPS	PubMed	10707955	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	ESR1;NR3A1;ESR; estrogen receptor ESR1; ER-alpha	297	9606	SP	P03372	boolean	1	false	false	HET; SAF-B; HSP27 ERE-TATA-binding protein (nuclear matrix protein/scaffold attachment factor HET/SAF-B)	835	9606	SP	Q15424
MIPS	PubMed	10707955	copurification	MI	0025	boolean	1	false	false	HET; SAF-B; HSP27 ERE-TATA-binding protein (nuclear matrix protein/scaffold attachment factor HET/SAF-B)	835	9606	SP	Q15424	boolean	1	false	false	ESR1;NR3A1;ESR; estrogen receptor ESR1; ER-alpha	297	9606	SP	P03372
MIPS	PubMed	10707955	copurification	MI	0025	boolean	1	false	false	ESR1;NR3A1;ESR; estrogen receptor ESR1; ER-alpha	297	9606	SP	P03372	boolean	1	false	false	HET; SAF-B; HSP27 ERE-TATA-binding protein (nuclear matrix protein/scaffold attachment factor HET/SAF-B)	835	9606	SP	Q15424
MIPS	PubMed	10707955	copurification	MI	0025	boolean	1	false	false	ESR1;NR3A1;ESR; estrogen receptor ESR1; ER-alpha	297	9606	SP	P03372	boolean	1	false	false	HET; SAF-B; HSP27 ERE-TATA-binding protein (nuclear matrix protein/scaffold attachment factor HET/SAF-B)	835	9606	SP	Q15424
MIPS	PubMed	10707955	copurification	MI	0025	boolean	1	false	false	ESR1;NR3A1;ESR; estrogen receptor ESR1; ER-alpha	297	9606	SP	P03372	boolean	1	false	false	HET; SAF-B; HSP27 ERE-TATA-binding protein (nuclear matrix protein/scaffold attachment factor HET/SAF-B)	835	9606	SP	Q15424
MIPS	PubMed	10707955	copurification	MI	0025	boolean	1	false	false	ESR1;NR3A1;ESR; estrogen receptor ESR1; ER-alpha	297	9606	SP	P03372	boolean	1	false	false	HET; SAF-B; HSP27 ERE-TATA-binding protein (nuclear matrix protein/scaffold attachment factor HET/SAF-B)	835	9606	SP	Q15424
MIPS	PubMed	10707955	copurification	MI	0025	boolean	1	false	false	ESR1;NR3A1;ESR; estrogen receptor ESR1; ER-alpha	297	9606	SP	P03372	boolean	1	false	false	HET; SAF-B; HSP27 ERE-TATA-binding protein (nuclear matrix protein/scaffold attachment factor HET/SAF-B)	835	9606	SP	Q15424
MIPS	PubMed	10707955	copurification	MI	0025	boolean	1	false	false	ESR1;NR3A1;ESR; estrogen receptor ESR1; ER-alpha	297	9606	SP	P03372	boolean	1	false	false	HET; SAF-B; HSP27 ERE-TATA-binding protein (nuclear matrix protein/scaffold attachment factor HET/SAF-B)	835	9606	SP	Q15424
MIPS	PubMed	8633037	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	SHC; SHC transforming protein	836	9606	SP	P29353	boolean	1	false	false	NPM;NPM1 and ALK; fusion protein p80 (contains: (NPM; Nucleophosmin; Nuclear phosphoprotein B23; Numatrin; Nucleolar protein NO38) and (ALK tyrosine kinase receptor precursor; Anaplastic lymphoma kinase))	694	9606	SP	P06748 (NPM) and sp
MIPS	PubMed	8633037	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	IRS1;IRS-1; Insulin receptor substrate 1	771	9606	SP	P35568	boolean	1	false	false	NPM;NPM1 and ALK; fusion protein p80 (contains: (NPM; Nucleophosmin; Nuclear phosphoprotein B23; Numatrin; Nucleolar protein NO38) and (ALK tyrosine kinase receptor precursor; Anaplastic lymphoma kinase))	694	9606	SP	P06748 (NPM) and sp
MIPS	PubMed	8633037	copurification	MI	0025	boolean	0	false	false	GRB2; ASH; Growth factor receptor-bound protein 2 (GRB2 adapter protein)	837	9606	SP	P29354	boolean	1	false	false	NPM;NPM1 and ALK; fusion protein p80 (contains: (NPM; Nucleophosmin; Nuclear phosphoprotein B23; Numatrin; Nucleolar protein NO38) and (ALK tyrosine kinase receptor precursor; Anaplastic lymphoma kinase))	694	9606	SP	P06748 (NPM) and sp
MIPS	PubMed	8633037	copurification	MI	0025	boolean	0	false	false	GRB2; ASH; Growth factor receptor-bound protein 2 (GRB2 adapter protein)	837	9606	SP	P29354	boolean	1	false	false	NPM;NPM1 and ALK; fusion protein p80 (contains: (NPM; Nucleophosmin; Nuclear phosphoprotein B23; Numatrin; Nucleolar protein NO38) and (ALK tyrosine kinase receptor precursor; Anaplastic lymphoma kinase))	694	9606	SP	P06748 (NPM) and sp
MIPS	PubMed	10707959	two hybrid	MI	0018	boolean	0	false	false	NR1I2;PXR; Orphan nuclear receptor PXR; pregnane X receptor	838	40674	SP	O54915 (mouse) or sp	boolean	1	false	false	SRC1; Steroid receptor coactivator 1	839	40674	TREMBL	-
MIPS	PubMed	10707959	two hybrid	MI	0018	boolean	0	false	false	NR1I2;PXR; Orphan nuclear receptor PXR; pregnane X receptor	838	40674	SP	O54915 (mouse) or sp	boolean	0	false	false	NRIP1; Nuclear receptor interacting protein 1; nuclear factor RIP140	840	40674	SP	P48552 (human) or sp
MIPS	PubMed	10707983	two hybrid	MI	0018	boolean	1	false	false	STX1A; Syntaxin 1A	471	10116	SP	P32851	boolean	1	false	false	SNPH;KIAA0374; Syntaphilin	841	9606	SP	O15079
MIPS	PubMed	10707983	copurification	MI	0025	boolean	1	false	false	STX1A; Syntaxin 1A	471	10116	SP	P32851	boolean	1	false	false	SNPH;KIAA0374; Syntaphilin	841	9606	SP	O15079
MIPS	PubMed	10707983	copurification	MI	0025	boolean	1	false	false	STX1A; Syntaxin 1A	471	10116	SP	P32851	boolean	1	false	false	SNPH;KIAA0374; Syntaphilin	841	9606	SP	O15079
MIPS	PubMed	10707983	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	STX1A; Syntaxin 1A	471	10116	SP	P32851	boolean	1	false	false	SNPH;KIAA0374; Syntaphilin	841	9606	SP	O15079
MIPS	PubMed	10707983	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	SNPH;KIAA0374; Syntaphilin	841	9606	SP	O15079	boolean	1	false	false	STX1A; Syntaxin 1A	471	10116	SP	P32851
MIPS	PubMed	10708759	two hybrid	MI	0018	boolean	1	false	false	NTRK1;TRK; High affinity nerve growth factor receptor Trk-A (TRK1 transforming tyrosine kinase protein)	842	9606	SP	P04629	boolean	0	false	false	PLCG1;PLCG-1; 1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 1 (PLC-gamma-1)	844	10090	SP	Q62077
MIPS	PubMed	10708759	two hybrid	MI	0018	boolean	1	false	false	NTRK1;TRK; High affinity nerve growth factor receptor Trk-A (TRK1 transforming tyrosine kinase protein)	842	9606	SP	P04629	boolean	1	false	false	ABL1; ABL; Proto-oncogene tyrosine-protein kinase ABL1 (p150; c-ABL)	843	10090	SP	P00520
MIPS	PubMed	10708759	two hybrid	MI	0018	boolean	1	false	false	NTRK1;TRK; High affinity nerve growth factor receptor Trk-A (TRK1 transforming tyrosine kinase protein)	842	9606	SP	P04629	boolean	1	false	false	SH2BPSM1; PSM; SH2-B; SH2-B PH domain containing signaling mediator 1 (SH2 domain-containing putative adapter SH2-B)	845	10090	SP	O54867
MIPS	PubMed	10708759	copurification	MI	0025	boolean	1	false	false	ABL1; ABL; Proto-oncogene tyrosine-protein kinase ABL1 (p150; c-ABL)	843	10090	SP	P00520	boolean	1	false	false	NTRK1;TRK; High affinity nerve growth factor receptor Trk-A (TRK1 transforming tyrosine kinase protein)	842	9606	SP	P04629
MIPS	PubMed	10708759	copurification	MI	0025	boolean	0	false	false	PLCG1;PLCG-1; 1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 1 (PLC-gamma-1)	844	10090	SP	Q62077	boolean	1	false	false	NTRK1;TRK; High affinity nerve growth factor receptor Trk-A (TRK1 transforming tyrosine kinase protein)	842	9606	SP	P04629
MIPS	PubMed	10708759	copurification	MI	0025	boolean	1	false	false	SH2BPSM1; PSM; SH2-B; SH2-B PH domain containing signaling mediator 1 (SH2 domain-containing putative adapter SH2-B)	845	10090	SP	O54867	boolean	1	false	false	NTRK1;TRK; High affinity nerve growth factor receptor Trk-A (TRK1 transforming tyrosine kinase protein)	842	9606	SP	P04629
MIPS	PubMed	10708759	copurification	MI	0025	boolean	1	false	false	NTRK1;TRK; High affinity nerve growth factor receptor Trk-A (TRK1 transforming tyrosine kinase protein)	842	9606	SP	P04629	boolean	0	false	false	PLCG1;PLCG-1; 1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 1 (PLC-gamma-1)	844	10090	SP	Q62077
MIPS	PubMed	10708759	copurification	MI	0025	boolean	1	false	false	NTRK1;TRK; High affinity nerve growth factor receptor Trk-A (TRK1 transforming tyrosine kinase protein)	842	9606	SP	P04629	boolean	1	false	false	ABL1; ABL; Proto-oncogene tyrosine-protein kinase ABL1 (p150; c-ABL)	843	10090	SP	P00520
MIPS	PubMed	10712517	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	BMPR2;PPH1; Bone morphogenetic protein receptor type II precursor	846	9606	SP	Q13873	boolean	1	false	false	BMPR2;PPH1; Bone morphogenetic protein receptor type II precursor	846	9606	SP	Q13873
MIPS	PubMed	10712517	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	BMPR2;PPH1; Bone morphogenetic protein receptor type II precursor	846	9606	SP	Q13873	boolean	1	false	false	BMPR1A;ACVRLK3; Bone morphogenetic protein receptor type IA precursor	847	9606	SP	P36894
MIPS	PubMed	10712517	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	BMPR1A;ACVRLK3; Bone morphogenetic protein receptor type IA precursor	847	9606	SP	P36894	boolean	1	false	false	BMPR2;PPH1; Bone morphogenetic protein receptor type II precursor	846	9606	SP	Q13873
MIPS	PubMed	10712517	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	BMPR1A;ACVRLK3; Bone morphogenetic protein receptor type IA precursor	847	9606	SP	P36894	boolean	1	false	false	BMPR2;PPH1; Bone morphogenetic protein receptor type II precursor	846	9606	SP	Q13873
MIPS	PubMed	10712517	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	BMPR1A;ACVRLK3; Bone morphogenetic protein receptor type IA precursor	847	9606	SP	P36894	boolean	1	false	false	BMPR1A;ACVRLK3; Bone morphogenetic protein receptor type IA precursor	847	9606	SP	P36894
MIPS	PubMed	10712517	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	BMPR1B;ACVRLK6; Bone morphogenetic protein receptor type IB precursor	848	10090	SP	P36898	boolean	1	false	false	BMPR1A;ACVRLK3; Bone morphogenetic protein receptor type IA precursor	847	9606	SP	P36894
MIPS	PubMed	10712517	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	BMPR1A;ACVRLK3; Bone morphogenetic protein receptor type IA precursor	847	9606	SP	P36894	boolean	1	false	false	BMPR1B;ACVRLK6; Bone morphogenetic protein receptor type IB precursor	848	10090	SP	P36898
MIPS	PubMed	10712517	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	BMPR1B;ACVRLK6; Bone morphogenetic protein receptor type IB precursor	848	10090	SP	P36898	boolean	1	false	false	BMPR1B;ACVRLK6; Bone morphogenetic protein receptor type IB precursor	848	10090	SP	P36898
MIPS	PubMed	10712517	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	BMPR1B;ACVRLK6; Bone morphogenetic protein receptor type IB precursor	848	10090	SP	P36898	boolean	1	false	false	BMPR1A;ACVRLK3; Bone morphogenetic protein receptor type IA precursor	847	9606	SP	P36894
MIPS	PubMed	10712517	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	BMPR2;PPH1; Bone morphogenetic protein receptor type II precursor	846	9606	SP	Q13873	boolean	1	false	false	BMPR1B;ACVRLK6; Bone morphogenetic protein receptor type IB precursor	848	10090	SP	P36898
MIPS	PubMed	10712517	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	BMPR1B;ACVRLK6; Bone morphogenetic protein receptor type IB precursor	848	10090	SP	P36898	boolean	1	false	false	BMPR2;PPH1; Bone morphogenetic protein receptor type II precursor	846	9606	SP	Q13873
MIPS	PubMed	10713066	two hybrid	MI	0018	boolean	1	false	false	DDIT3;CHOP;GADD153; Growth arrest and DNA-damage-inducible protein GADD153; C/EBP-homologous protein CHOP	849	10090	SP	P35639	boolean	1	false	false	RPS3A;FTE1;FTE-1; 40S ribosomal protein S3a; V-fos transformation effector protein	850	10090	SP	P97351
MIPS	PubMed	10713066	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	DDIT3;CHOP;GADD153; Growth arrest and DNA-damage-inducible protein GADD153; C/EBP-homologous protein CHOP	849	10090	SP	P35639	boolean	1	false	false	RPS3A;FTE1;FTE-1; 40S ribosomal protein S3a; V-fos transformation effector protein	850	10090	SP	P97351
MIPS	PubMed	10713066	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	DDIT3;CHOP;GADD153; Growth arrest and DNA-damage-inducible protein GADD153; C/EBP-homologous protein CHOP	849	10090	SP	P35639	boolean	1	false	false	RPS3A;FTE1;FTE-1; 40S ribosomal protein S3a; V-fos transformation effector protein	850	10090	SP	P97351
MIPS	PubMed	10713066	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	RPS3A;FTE1;FTE-1; 40S ribosomal protein S3a; V-fos transformation effector protein	850	10090	SP	P97351	boolean	1	false	false	DDIT3;CHOP;GADD153; Growth arrest and DNA-damage-inducible protein GADD153; C/EBP-homologous protein CHOP	849	10090	SP	P35639
MIPS	PubMed	10713076	two hybrid	MI	0018	boolean	1	false	false	ALIEN; ALIEN	404	9606	SP	Q9UNI2	boolean	1	false	false	NR0B1;AHC;DAX1; Orphan nuclear receptor DAX-1	851	9606	SP	P51843
MIPS	PubMed	10713076	two hybrid	MI	0018	boolean	1	false	false	ALIEN; ALIEN	404	9606	SP	Q9UNI2	boolean	1	false	false	NR0B1;AHC;DAX1; Orphan nuclear receptor DAX-1	851	9606	SP	P51843
MIPS	PubMed	10713076	copurification	MI	0025	boolean	1	false	false	ALIEN; ALIEN	404	9606	SP	Q9UNI2	boolean	1	false	false	NR0B1;AHC;DAX1; Orphan nuclear receptor DAX-1	851	9606	SP	P51843
MIPS	PubMed	10713076	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	ALIEN; ALIEN	404	9606	SP	Q9UNI2	boolean	1	false	false	NR0B1;AHC;DAX1; Orphan nuclear receptor DAX-1	851	9606	SP	P51843
MIPS	PubMed	10713076	two hybrid	MI	0018	boolean	1	false	false	ALIEN; ALIEN	404	9606	SP	Q9UNI2	boolean	1	false	false	THRB;NR1A2;ERBA2;THR1; thyroid hormone receptor beta-1	405	9606	SP	P10828
MIPS	PubMed	10713076	two hybrid	MI	0018	boolean	1	false	false	ALIEN; ALIEN	404	9606	SP	Q9UNI2	boolean	1	false	false	THRB;NR1A2;ERBA2;THR1; thyroid hormone receptor beta-1	405	9606	SP	P10828
MIPS	PubMed	10713105	two hybrid	MI	0018	boolean	1	false	false	RNF4; RING finger protein 4	854	9606	SP	P78317	boolean	0	false	false	PATZ; POZ-AT hook-zinc finger protein; PATZ	855	10090	GB	AF119255
MIPS	PubMed	10713105	copurification	MI	0025	boolean	1	false	false	RNF4; RING finger protein 4	854	9606	SP	P78317	boolean	1	false	false	PATZ; POZ-AT hook-zinc finger protein; PATZ	856	9606	SP	Q9P1A9
MIPS	PubMed	10713105	copurification	MI	0025	boolean	1	false	false	PATZ; POZ-AT hook-zinc finger protein; PATZ	856	9606	SP	Q9P1A9	boolean	1	false	false	RNF4; RING finger protein 4	854	9606	SP	P78317
MIPS	PubMed	10713105	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	RNF4; RING finger protein 4	854	9606	SP	P78317	boolean	1	false	false	PATZ; POZ-AT hook-zinc finger protein; PATZ	856	9606	SP	Q9P1A9
MIPS	PubMed	10713105	two hybrid	MI	0018	boolean	1	false	false	RNF4; RING finger protein 4	854	9606	SP	P78317	boolean	1	false	false	HMGA1;HMGIY; High mobility group protein HMG-I/HMG-Y	857	9606	SP	P17096
MIPS	PubMed	10713105	copurification	MI	0025	boolean	1	false	false	HMGA1;HMGIY; High mobility group protein HMG-I/HMG-Y	857	9606	SP	P17096	boolean	1	false	false	RNF4; RING finger protein 4	854	9606	SP	P78317
MIPS	PubMed	10713090	two hybrid	MI	0018	boolean	0	false	false	FGFR1; Basic fibroblast growth factor receptor 1	858	40674	SP	P16092 (mouse) or sp	boolean	0	false	false	GRB14; Growth factor receptor-bound protein 14	852	10090	SP	Q9JLM9
MIPS	PubMed	10713090	two hybrid	MI	0018	boolean	0	false	false	FGFR1; Basic fibroblast growth factor receptor 1	858	40674	SP	P16092 (mouse) or sp	boolean	0	false	false	GRB14; Growth factor receptor-bound protein 14	852	10090	SP	Q9JLM9
MIPS	PubMed	10713090	two hybrid	MI	0018	boolean	0	false	false	FGFR1; Basic fibroblast growth factor receptor 1	858	40674	SP	P16092 (mouse) or sp	boolean	0	false	false	GRB14; Growth factor receptor-bound protein 14	852	10090	SP	Q9JLM9
MIPS	PubMed	10713090	two hybrid	MI	0018	boolean	0	false	false	FGFR1; Basic fibroblast growth factor receptor 1	858	40674	SP	P16092 (mouse) or sp	boolean	0	false	false	GRB14; Growth factor receptor-bound protein 14	852	10090	SP	Q9JLM9
MIPS	PubMed	10713090	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	GRB14; Growth factor receptor-bound protein 14	853	9606	SP	Q14449	boolean	0	false	false	FGFR1; Basic fibroblast growth factor receptor 1	858	40674	SP	P16092 (mouse) or sp
MIPS	PubMed	10713090	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	GRB14; Growth factor receptor-bound protein 14	853	9606	SP	Q14449	boolean	0	false	false	FGFR1; Basic fibroblast growth factor receptor 1	858	40674	SP	P16092 (mouse) or sp
MIPS	PubMed	10713090	copurification	MI	0025	boolean	1	false	false	GRB14; Growth factor receptor-bound protein 14	853	9606	SP	Q14449	boolean	0	false	false	FGFR1; Basic fibroblast growth factor receptor 1	858	40674	SP	P16092 (mouse) or sp
MIPS	PubMed	10713090	copurification	MI	0025	boolean	1	false	false	GRB14; Growth factor receptor-bound protein 14	853	9606	SP	Q14449	boolean	0	false	false	FGFR1; Basic fibroblast growth factor receptor 1	858	40674	SP	P16092 (mouse) or sp
MIPS	PubMed	10713090	copurification	MI	0025	boolean	1	false	false	GRB14; Growth factor receptor-bound protein 14	853	9606	SP	Q14449	boolean	0	false	false	FGFR1; Basic fibroblast growth factor receptor 1	858	40674	SP	P16092 (mouse) or sp
MIPS	PubMed	10713090	copurification	MI	0025	boolean	1	false	false	GRB14; Growth factor receptor-bound protein 14	853	9606	SP	Q14449	boolean	0	false	false	FGFR1; Basic fibroblast growth factor receptor 1	858	40674	SP	P16092 (mouse) or sp
MIPS	PubMed	10713090	copurification	MI	0025	boolean	1	false	false	GRB14; Growth factor receptor-bound protein 14	853	9606	SP	Q14449	boolean	0	false	false	FGFR1; Basic fibroblast growth factor receptor 1	858	40674	SP	P16092 (mouse) or sp
MIPS	PubMed	10713182	two hybrid	MI	0018	boolean	1	false	false	THRB;NR1A2;ERBA2;THR1; thyroid hormone receptor beta-1	405	9606	SP	P10828	boolean	1	false	false	NR2F6;ERBAL2;EAR2; Orphan nuclear receptor EAR-2	859	9606	SP	P10588
MIPS	PubMed	10713182	copurification	MI	0025	boolean	1	false	false	THRB;NR1A2;ERBA2;THR1; thyroid hormone receptor beta-1	405	9606	SP	P10828	boolean	1	false	false	NR2F6;ERBAL2;EAR2; Orphan nuclear receptor EAR-2	859	9606	SP	P10588
MIPS	PubMed	10713182	copurification	MI	0025	boolean	1	false	false	NR2F6;ERBAL2;EAR2; Orphan nuclear receptor EAR-2	859	9606	SP	P10588	boolean	1	false	false	THRB;NR1A2;ERBA2;THR1; thyroid hormone receptor beta-1	405	9606	SP	P10828
MIPS	PubMed	10713182	copurification	MI	0025	boolean	1	false	false	NR2F6;ERBAL2;EAR2; Orphan nuclear receptor EAR-2	859	9606	SP	P10588	boolean	1	false	false	THRB;NR1A2;ERBA2;THR1; thyroid hormone receptor beta-1	405	9606	SP	P10828
MIPS	PubMed	10713182	copurification	MI	0025	boolean	1	false	false	NR2F6;ERBAL2;EAR2; Orphan nuclear receptor EAR-2	859	9606	SP	P10588	boolean	1	false	false	THRB;NR1A2;ERBA2;THR1; thyroid hormone receptor beta-1	405	9606	SP	P10828
MIPS	PubMed	10713182	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	NR2F6;ERBAL2;EAR2; Orphan nuclear receptor EAR-2	859	9606	SP	P10588	boolean	1	false	false	THRB;NR1A2;ERBA2;THR1; thyroid hormone receptor beta-1	405	9606	SP	P10828
MIPS	PubMed	10713182	copurification	MI	0025	boolean	1	false	false	NR2F6;ERBAL2;EAR2; Orphan nuclear receptor EAR-2	859	9606	SP	P10588	boolean	1	false	false	SRC1; Steroid receptor coactivator 1	839	40674	TREMBL	-
MIPS	PubMed	10713182	copurification	MI	0025	boolean	1	false	false	NR2F6;ERBAL2;EAR2; Orphan nuclear receptor EAR-2	859	9606	SP	P10588	boolean	1	false	false	GR; Glucocorticoid receptor (GR)	135	9606	SP	P04150
MIPS	PubMed	11713164	two hybrid	MI	0018	boolean	1	false	false	Skiip; SKIIP, Ski-interating protein, nuclear receptor coactivator	860	9606	SP	Q9CV75	boolean	1	false	false	CBF1; recombining binding protein suppressor of hairless,  J kappa-recombination signal binding protein,  RBP-JK, CBF1 (CSL protein)	861	9606	SP	Q06330
MIPS	PubMed	10713667	two hybrid	MI	0018	boolean	1	false	false	CDC25B;CDC25HU2; M-phase inducer phosphatase 2; dual specificity phosphatase Cdc25B	862	9606	SP	P30305	boolean	1	false	false	YWHAZ; 14-3-3 protein zeta/delta	181	9606	SP	P29312
MIPS	PubMed	10713667	two hybrid	MI	0018	boolean	1	false	false	CDC25B;CDC25HU2; M-phase inducer phosphatase 2; dual specificity phosphatase Cdc25B	862	9606	SP	P30305	boolean	1	false	false	YWHAH;YWHA1; 14-3-3 protein eta	863	9606	SP	Q04917
MIPS	PubMed	10713667	two hybrid	MI	0018	boolean	1	false	false	CDC25B;CDC25HU2; M-phase inducer phosphatase 2; dual specificity phosphatase Cdc25B	862	9606	SP	P30305	boolean	1	false	false	YWHAB; 14-3-3 protein beta/alpha	183	9606	SP	P31946
MIPS	PubMed	10713667	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	CDC25B;CDC25HU2; M-phase inducer phosphatase 2; dual specificity phosphatase Cdc25B	862	9606	SP	P30305	boolean	1	false	false	YWHAH;YWHA1; 14-3-3 protein eta	863	9606	SP	Q04917
MIPS	PubMed	11713164	copurification	MI	0025	boolean	1	false	false	CBF1; recombining binding protein suppressor of hairless,  J kappa-recombination signal binding protein,  RBP-JK, CBF1 (CSL protein)	861	9606	SP	Q06330	boolean	1	false	false	Skiip; SKIIP, Ski-interating protein, nuclear receptor coactivator	860	9606	SP	Q9CV75
