Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 Spectral Count	15538_DMP_AP2_GFP_3N_2_S1_B11_1 Spectral Count	15539_DMP_AP2_GFP_3N_3_S1_B12_1 Spectral Count	15537_DMP_AP2_GFP_3N_1_S1_B10_1 Spectral Count	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 Spectral Count	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 Spectral Count	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 Spectral Count	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 Spectral Count	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 Spectral Count	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 Spectral Count	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 Spectral Count	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 Spectral Count	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 Spectral Count	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 Spectral Count	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 Spectral Count	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 Spectral Count	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 Spectral Count	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 Spectral Count	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 Unique Spectral Count	15538_DMP_AP2_GFP_3N_2_S1_B11_1 Unique Spectral Count	15539_DMP_AP2_GFP_3N_3_S1_B12_1 Unique Spectral Count	15537_DMP_AP2_GFP_3N_1_S1_B10_1 Unique Spectral Count	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 Unique Spectral Count	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 Unique Spectral Count	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 Unique Spectral Count	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 Unique Spectral Count	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 Unique Spectral Count	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 Unique Spectral Count	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 Unique Spectral Count	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 Unique Spectral Count	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 Unique Spectral Count	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 Unique Spectral Count	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 Unique Spectral Count	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 Unique Spectral Count	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 Unique Spectral Count	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 Unique Spectral Count	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 Total Spectral Count	15538_DMP_AP2_GFP_3N_2_S1_B11_1 Total Spectral Count	15539_DMP_AP2_GFP_3N_3_S1_B12_1 Total Spectral Count	15537_DMP_AP2_GFP_3N_1_S1_B10_1 Total Spectral Count	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 Total Spectral Count	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 Total Spectral Count	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 Total Spectral Count	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 Total Spectral Count	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 Total Spectral Count	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 Total Spectral Count	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 Total Spectral Count	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 Total Spectral Count	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 Total Spectral Count	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 Total Spectral Count	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 Total Spectral Count	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 Total Spectral Count	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 Total Spectral Count	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 Total Spectral Count	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 Intensity	15538_DMP_AP2_GFP_3N_2_S1_B11_1 Intensity	15539_DMP_AP2_GFP_3N_3_S1_B12_1 Intensity	15537_DMP_AP2_GFP_3N_1_S1_B10_1 Intensity	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 Intensity	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 Intensity	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 Intensity	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 Intensity	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 Intensity	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 Intensity	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 Intensity	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 Intensity	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 Intensity	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 Intensity	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 Intensity	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 Intensity	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 Intensity	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 Intensity	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 MaxLFQ Intensity	15538_DMP_AP2_GFP_3N_2_S1_B11_1 MaxLFQ Intensity	15539_DMP_AP2_GFP_3N_3_S1_B12_1 MaxLFQ Intensity	15537_DMP_AP2_GFP_3N_1_S1_B10_1 MaxLFQ Intensity	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 MaxLFQ Intensity	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 MaxLFQ Intensity	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 MaxLFQ Intensity	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 MaxLFQ Intensity	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 MaxLFQ Intensity	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 MaxLFQ Intensity	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 MaxLFQ Intensity	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 MaxLFQ Intensity	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 MaxLFQ Intensity	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 MaxLFQ Intensity	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 MaxLFQ Intensity	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 MaxLFQ Intensity	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 MaxLFQ Intensity	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9BPW9|DHRS9_HUMAN	Q9BPW9	DHRS9_HUMAN	DHRS9	319	Homo sapiens	1:Experimental evidence at protein level	Dehydrogenase/reductase SDR family member 9 	1.0	0.999	14	88	88	88	7	3	3	2	1	1	20	17	25	0	0	0	0	0	0	6	0	3	7	3	3	2	1	1	20	17	25	0	0	0	0	0	0	6	0	3	7	3	3	2	1	1	20	17	25	0	0	0	0	0	0	6	0	3	274276.5	168024.94	217788.55	93529.88	135621.25	130819.61	357751.22	296208.9	346933.25	10878.527	58588.715	68068.15	14989.683	17621.697	0.0	88910.4	50943.066	82069.13	58080.36	51872.043	45377.453	25068.156	32393.559	35582.81	69905.055	64566.785	74114.43	17530.566	19399.068	29352.06	16215.639	0.0	0.0	65574.58	54878.613	62957.547	
sp|Q9HBJ8|CLTRN_HUMAN	Q9HBJ8	CLTRN_HUMAN	CLTRN	222	Homo sapiens	1:Experimental evidence at protein level	Collectrin 	0.935	0.999	1	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21337.766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y2R0|COA3_HUMAN	Q9Y2R0	COA3_HUMAN	COA3	106	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c oxidase assembly factor 3 homolog, mitochondrial 	1.0	0.999	7	13	10	13	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0.0	20288.332	15698.143	0.0	18114.854	11082.832	34917.363	28288.86	36018.33	37566.773	11399.306	35587.246	23261.492	15398.491	0.0	0.0	136333.55	29623.69	0.0	0.0	0.0	0.0	0.0	0.0	33893.85	26996.252	34432.47	36403.43	0.0	33942.59	15485.342	0.0	0.0	0.0	0.0	23694.865	
sp|Q9NS85|CAH10_HUMAN	Q9NS85	CAH10_HUMAN	CA10	328	Homo sapiens	1:Experimental evidence at protein level	Carbonic anhydrase-related protein 10 	1.0	0.999	2	13	13	13	0	1	0	0	0	0	0	0	3	1	0	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	3	3	0	0	0	0	0	0.0	16107.144	7549.905	0.0	20827.805	0.0	7261.7666	24883.31	28003.215	27101.135	8972.044	30808.75	27664.152	26987.676	10592.792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12440.866	0.0	0.0	14957.745	16388.625	15113.502	0.0	17851.502	17292.525	16725.588	0.0	0.0	0.0	0.0	
sp|Q8NGT9|OR2A1_HUMAN	Q8NGT9	OR2A1_HUMAN	OR2A1	310	Homo sapiens	5:Protein uncertain	Olfactory receptor 2A1/2A42 	0.7561	0.9954	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13161.959	0.0	8470.102	8908.412	8523.311	0.0	0.0	11412.133	12906.955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P57768|SNX16_HUMAN	P57768	SNX16_HUMAN	SNX16	344	Homo sapiens	1:Experimental evidence at protein level	Sorting nexin-16 	1.0	0.999	5	19	19	19	0	0	0	0	0	1	1	1	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1	2	0	0	0	0	0	0	22881.547	27339.496	21611.24	33133.473	40242.637	57871.324	26227.697	43404.258	24734.938	44287.5	41799.582	42264.89	12996.308	0.0	18772.0	15699.397	23431.824	10523.014	0.0	0.0	0.0	21027.53	25506.615	32420.682	0.0	27551.496	0.0	27320.482	25971.857	26619.703	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8WUU4|ZN296_HUMAN	Q8WUU4	ZN296_HUMAN	ZNF296	475	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 296 	1.0	0.999	4	37	37	133	2	1	2	1	1	1	2	2	2	4	5	2	1	0	2	0	0	0	2	1	2	1	1	1	2	2	2	4	5	2	1	0	2	0	0	0	9	4	8	5	5	3	6	7	5	9	12	6	5	4	9	1	1	2	28868.719	32201.635	63955.316	28956.07	51130.355	52439.375	65777.016	58317.793	40166.645	52109.914	50396.137	25919.576	51110.08	19079.49	59857.617	20224.037	0.0	17886.39	0.0	0.0	35391.227	0.0	28361.387	29090.385	36269.613	32313.582	22234.518	28733.717	27907.918	0.0	28282.17	0.0	32931.418	0.0	0.0	0.0	
sp|P63132|PO113_HUMAN	P63132	PO113_HUMAN	HERVK_113	959	Homo sapiens	1:Experimental evidence at protein level	Endogenous retrovirus group K member 113 Pol protein 	1.0	0.999	6	17	17	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3485.6643	3680.2463	0.0	3437.9897	10822.334	7287.796	0.0	0.0	0.0	4924.2427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9653.635	0.0	0.0	0.0	0.0	0.0	
sp|Q9UET6|TRM7_HUMAN	Q9UET6	TRM7_HUMAN	FTSJ1	329	Homo sapiens	1:Experimental evidence at protein level	tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase 	1.0	0.999	7	57	57	57	0	1	1	0	2	2	3	2	5	2	2	4	6	3	9	1	0	0	0	1	1	0	2	2	3	2	5	2	2	4	6	3	9	1	0	0	0	1	1	0	2	2	3	2	5	2	2	4	6	3	9	1	0	0	45547.742	52336.113	41644.973	46348.266	35297.234	39137.555	48587.54	48220.504	67203.66	60349.098	51150.66	67267.695	128832.05	103837.875	140180.73	37515.94	90070.44	28826.72	20130.723	21344.225	18466.352	19855.621	20110.918	18192.697	21285.387	22095.56	23627.092	19357.361	21607.062	24882.82	39665.484	36353.707	42411.254	20403.7	31190.23	20739.99	
sp|Q8N661|TM86B_HUMAN	Q8N661	TM86B_HUMAN	TMEM86B	226	Homo sapiens	1:Experimental evidence at protein level	Lysoplasmalogenase TMEM86B 	0.485	0.9849	1	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0.0	10472.867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9037.723	14143.411	12285.504	21196.633	24141.682	14295.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O94759|TRPM2_HUMAN	O94759	TRPM2_HUMAN	TRPM2	1503	Homo sapiens	1:Experimental evidence at protein level	Transient receptor potential cation channel subfamily M member 2 	0.935	0.999	1	5	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	4860.8047	0.0	0.0	8991.702	0.0	5342.6987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|H3BTG2|TEX46_HUMAN	H3BTG2	TEX46_HUMAN	TEX46	121	Homo sapiens	1:Experimental evidence at protein level	Testis-expressed protein 46 	1.0	0.999	6	27	27	27	1	1	2	0	0	2	5	6	6	2	0	2	0	0	0	0	0	0	1	1	2	0	0	2	5	6	6	2	0	2	0	0	0	0	0	0	1	1	2	0	0	2	5	6	6	2	0	2	0	0	0	0	0	0	74599.625	53975.535	47941.168	23913.387	41344.25	60602.414	84843.13	83040.125	111733.83	65508.793	41980.695	52311.8	0.0	0.0	0.0	0.0	0.0	0.0	21189.078	22608.67	19156.9	16489.383	17907.855	17924.82	24180.059	23532.35	29708.783	21321.713	19146.379	21584.416	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P20264|PO3F3_HUMAN	P20264	PO3F3_HUMAN	POU3F3	500	Homo sapiens	1:Experimental evidence at protein level	POU domain, class 3, transcription factor 3 	1.0	0.999	6	29	0	29	0	0	4	1	1	0	0	1	4	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	1	4	0	0	0	2	2	0	0	0	0	77766.516	78941.984	27402.146	89159.664	69232.01	18378.408	45633.297	60614.293	48568.59	36269.312	23260.924	39087.93	64476.117	39673.53	22631.469	0.0	0.0	0.0	39695.805	36774.09	0.0	32479.422	29306.717	0.0	29689.812	25607.092	30982.158	29699.271	0.0	33193.016	41297.098	35299.76	0.0	0.0	0.0	0.0	
sp|Q12905|ILF2_HUMAN	Q12905	ILF2_HUMAN	ILF2	390	Homo sapiens	1:Experimental evidence at protein level	Interleukin enhancer-binding factor 2 	0.9997	0.9989	3	3	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	3467.8145	0.0	4395.497	4600.4854	4995.9985	4435.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14162|SREC_HUMAN	Q14162	SREC_HUMAN	SCARF1	830	Homo sapiens	5:Protein uncertain	Scavenger receptor class F member 1 	0.935	0.999	1	8	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	9657.0625	11948.138	9885.274	9714.291	9111.662	8034.37	10245.668	10230.399	8157.212	0.0	8946.676	10236.916	6098.4395	10470.278	0.0	12642.363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H8J5|MANS1_HUMAN	Q9H8J5	MANS1_HUMAN	MANSC1	431	Homo sapiens	3:Protein inferred from homology	MANSC domain-containing protein 1 	0.9308	0.9989	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	14056.393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UQF0|SYCY1_HUMAN	Q9UQF0	SYCY1_HUMAN	ERVW-1	538	Homo sapiens	1:Experimental evidence at protein level	Syncytin-1 	0.935	0.999	1	5	0	5	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0.0	6018.6313	5895.3887	0.0	8476.618	0.0	9418.025	9294.437	8849.382	9251.914	14430.598	16208.446	19606.686	13053.389	18917.326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6UY18|LIGO4_HUMAN	Q6UY18	LIGO4_HUMAN	LINGO4	593	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 4 	0.935	0.999	1	12	0	12	1	0	0	2	1	1	0	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	2	2	1	1	1	0	0	0	0	0	0	15326.7295	10652.6	15594.58	16333.309	19378.484	14809.944	18623.947	16147.329	14432.491	14267.512	20403.738	18773.098	11821.088	13380.525	12537.802	0.0	0.0	10049.487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96PQ0|SORC2_HUMAN	Q96PQ0	SORC2_HUMAN	SORCS2	1159	Homo sapiens	1:Experimental evidence at protein level	VPS10 domain-containing receptor SorCS2 	1.0	0.999	4	108	108	108	2	3	5	3	8	6	9	7	5	3	6	6	7	3	5	3	2	3	2	3	5	3	8	6	9	7	5	3	6	6	7	3	5	3	2	3	2	3	5	3	8	6	9	7	5	3	6	6	7	3	5	3	2	3	97990.22	133416.36	121318.09	102631.445	143437.56	115037.89	139873.47	171635.61	96705.12	71709.914	124609.66	104876.234	121561.65	102112.5	90075.18	142343.62	125716.72	128239.93	53273.973	66701.48	49124.547	51597.176	51469.15	46950.777	46787.59	54369.73	37481.887	31147.553	36817.746	42282.59	48303.594	59633.082	43263.06	83609.53	73891.46	74639.55	
sp|Q13002|GRIK2_HUMAN	Q13002	GRIK2_HUMAN	GRIK2	908	Homo sapiens	1:Experimental evidence at protein level	Glutamate receptor ionotropic, kainate 2 	1.0	0.999	6	175	0	175	9	7	5	4	8	7	11	7	9	10	8	10	7	5	6	6	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	5	4	8	7	11	7	9	10	8	10	7	5	6	6	6	3	305491.44	298674.88	240143.25	250110.75	273445.6	262667.94	247445.73	261592.66	312010.66	266106.56	255538.6	294904.8	245343.16	274706.84	229144.88	254720.42	275613.25	336306.66	117775.875	124282.51	87443.875	89577.69	95690.4	98236.836	95354.93	86189.49	126804.35	108480.83	92560.17	125606.54	99824.55	107544.336	92084.83	120506.29	109787.59	98672.85	
sp|Q9NUC0|SRTD4_HUMAN	Q9NUC0	SRTD4_HUMAN	SERTAD4	356	Homo sapiens	4:Protein predicted	SERTA domain-containing protein 4 	0.935	0.999	1	18	18	18	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	0	3	0.0	18942.232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13104.763	18548.605	11668.466	27527.164	0.0	28934.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8N3F8|MILK1_HUMAN	Q8N3F8	MILK1_HUMAN	MICALL1	863	Homo sapiens	1:Experimental evidence at protein level	MICAL-like protein 1 	0.935	0.999	1	14	14	14	0	0	0	0	2	1	4	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	2	1	4	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	2	1	4	1	2	1	1	1	1	0	0	0	0	0	0.0	0.0	0.0	0.0	20844.67	23897.258	18290.559	18994.482	11932.573	15907.217	28630.098	25265.693	8935.758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q86X29|LSR_HUMAN	Q86X29	LSR_HUMAN	LSR	649	Homo sapiens	1:Experimental evidence at protein level	Lipolysis-stimulated lipoprotein receptor 	0.8133	0.9967	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UPN9|TRI33_HUMAN	Q9UPN9	TRI33_HUMAN	TRIM33	1127	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase TRIM33 	1.0	0.999	5	10	10	10	0	0	0	0	0	0	0	0	0	5	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	1	1	0	0	0	1	0.0	0.0	0.0	0.0	7248.117	0.0	21855.771	0.0	13424.609	46807.543	20150.691	15351.168	11576.185	12063.325	0.0	9266.406	0.0	29766.148	0.0	0.0	0.0	0.0	0.0	0.0	9387.205	0.0	13704.69	19282.658	11859.612	9349.648	0.0	0.0	0.0	0.0	0.0	14853.514	
sp|Q14943|KI3S1_HUMAN	Q14943	KI3S1_HUMAN	KIR3DS1	382	Homo sapiens	1:Experimental evidence at protein level	Killer cell immunoglobulin-like receptor 3DS1 	0.935	0.999	1	5	5	5	0	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	4928.498	0.0	0.0	4993.67	0.0	0.0	8642.746	0.0	9062.438	9174.418	0.0	6599.0264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7L4E1|MIGA2_HUMAN	Q7L4E1	MIGA2_HUMAN	MIGA2	593	Homo sapiens	1:Experimental evidence at protein level	Mitoguardin 2 	1.0	0.999	2	23	23	23	0	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	7808.615	9370.021	10170.385	0.0	0.0	10496.372	0.0	8380.079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BT23|LIMD2_HUMAN	Q9BT23	LIMD2_HUMAN	LIMD2	127	Homo sapiens	1:Experimental evidence at protein level	LIM domain-containing protein 2 	1.0	0.999	15	344	105	344	18	10	18	11	10	6	9	10	15	13	21	15	18	19	20	17	17	13	4	4	8	3	3	1	3	4	5	3	8	4	4	5	6	6	4	6	18	10	18	11	10	6	9	10	15	13	21	15	18	19	20	17	17	13	718303.94	624720.5	549997.75	538846.1	493856.84	419935.7	489103.62	595849.8	354037.28	362876.6	561612.2	409976.03	751274.8	896569.25	728927.75	615824.6	616184.75	583438.06	148475.31	121010.12	127676.42	119178.12	103028.03	110000.836	114912.9	111785.516	98755.6	104698.24	116708.86	112629.05	145232.23	169242.86	148362.19	127968.65	163144.98	110248.47	
sp|P26367|PAX6_HUMAN	P26367	PAX6_HUMAN	PAX6	422	Homo sapiens	1:Experimental evidence at protein level	Paired box protein Pax-6 	1.0	0.999	11	205	205	205	6	6	4	7	6	9	10	15	12	11	12	10	13	8	9	5	2	4	6	6	4	7	6	9	10	15	12	11	12	10	13	8	9	5	2	4	6	6	4	7	6	9	10	15	12	11	12	10	13	8	9	5	2	4	145504.75	84509.27	131139.34	141749.17	174034.66	180637.19	188847.53	209968.6	161598.12	171333.45	205370.78	209693.31	257351.77	275362.72	218650.5	80638.08	145803.81	169714.88	39820.207	36920.023	36509.78	36591.973	42989.348	43169.496	48200.477	48747.613	49623.953	48613.438	57142.023	59426.574	59501.305	66849.24	59244.465	34972.64	48699.473	45857.473	
