Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (primary)	Organism (ID)
Q75D29	reviewed	PNG1_EREGS	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (PNGase) (EC 3.5.1.52) (Peptide:N-glycanase 1)	PNG1 ABR193W	Eremothecium gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Ashbya gossypii)	350	PNG1	284811
Q75DE9	reviewed	DEF1_EREGS	RNA polymerase II degradation factor 1	DEF1 ABR077C	Eremothecium gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Ashbya gossypii)	705	DEF1	284811
Q76635	reviewed	VIF_HV2UC	Virion infectivity factor (Vif) (Q protein) (SOR protein)	vif	Human immunodeficiency virus type 2 subtype B (isolate UC1) (HIV-2)	216	vif	388822
Q77374	reviewed	VIF_HV1AN	Virion infectivity factor (Vif) (SOR protein) [Cleaved into: p17; p7]	vif	Human immunodeficiency virus type 1 group O (isolate ANT70) (HIV-1)	192	vif	327105
Q77375	reviewed	VPR_HV1AN	Protein Vpr (R ORF protein) (Viral protein R)	vpr	Human immunodeficiency virus type 1 group O (isolate ANT70) (HIV-1)	97	vpr	327105
Q77376	reviewed	VPU_HV1AN	Protein Vpu (U ORF protein) (Viral protein U)	vpu	Human immunodeficiency virus type 1 group O (isolate ANT70) (HIV-1)	85	vpu	327105
Q79667	reviewed	VIF_HV1MV	Virion infectivity factor (Vif) (SOR protein) [Cleaved into: p17; p7]	vif	Human immunodeficiency virus type 1 group O (isolate MVP5180) (HIV-1)	192	vif	388816
Q79668	reviewed	VPR_HV1MV	Protein Vpr (R ORF protein) (Viral protein R)	vpr	Human immunodeficiency virus type 1 group O (isolate MVP5180) (HIV-1)	100	vpr	388816
Q79669	reviewed	VPU_HV1MV	Protein Vpu (U ORF protein) (Viral protein U)	vpu	Human immunodeficiency virus type 1 group O (isolate MVP5180) (HIV-1)	85	vpu	388816
Q7AKQ4	reviewed	PUP_STRCO	Prokaryotic ubiquitin-like protein Pup (Bacterial ubiquitin-like modifier)	pup SCO1646 SCI41.29c	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	72	pup	100226
Q7F0R1	reviewed	PNG1_ORYSJ	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (EC 3.5.1.52) (Peptide:N-glycanase)	PNG1 Os07g0497400 LOC_Os07g31460 OJ1197_D06.103 P0005E02.110	Oryza sativa subsp. japonica (Rice)	447	PNG1	39947
Q7K0L4	reviewed	WDR26_DROME	WD repeat-containing protein 26 homolog	CG7611	Drosophila melanogaster (Fruit fly)	630		7227
Q7M8Z6	reviewed	HSLV_WOLSU	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV WS1294	Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / LMG 7466 / NCTC 11488 / FDC 602W) (Vibrio succinogenes)	176	hslV	273121
Q7MH56	reviewed	HSLU_VIBVY	ATP-dependent protease ATPase subunit HslU (Unfoldase HslU)	hslU VV3016	Vibrio vulnificus (strain YJ016)	443	hslU	196600
Q7MH57	reviewed	HSLV_VIBVY	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV VV3015	Vibrio vulnificus (strain YJ016)	184	hslV	196600
Q7MYC2	reviewed	HSLV_PHOLL	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV plu4762	Photorhabdus laumondii subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01) (Photorhabdus luminescens subsp. laumondii)	176	hslV	243265
Q7P113	reviewed	HSLV_CHRVO	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV CV_0401	Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / NBRC 12614 / NCIMB 9131 / NCTC 9757)	183	hslV	243365
Q7QGL9	reviewed	FBSP1_ANOGA	F-box/SPRY domain-containing protein 1	Fsn AGAP012460	Anopheles gambiae (African malaria mosquito)	258	Fsn	7165
Q7S0P8	reviewed	CSN4_NEUCR	COP9 signalosome complex subunit 4 (Signalosome subunit 4)	csn-4 NCU07361	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	440	csn-4	367110
Q7S2X0	reviewed	FYV10_NEUCR	Protein fyv-10	fyv-10 NCU09000	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	410	fyv-10	367110
Q7S7G7	reviewed	CSN3_NEUCR	COP9 signalosome complex subunit 3 (Signalosome subunit 3)	csn-3 G11A3.070 NCU01408	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	497	csn-3	367110
Q7S8R8	reviewed	RPN1_NEUCR	26S proteasome regulatory subunit rpn-1	rpn-1 NCU07721	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	902	rpn-1	367110
Q7S906	reviewed	DDI1_NEUCR	DNA damage-inducible protein 1 (EC 3.4.23.-)	ddi-1 NCU05292	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	439	ddi-1	367110
Q7SI58	reviewed	CSN2_NEUCR	COP9 signalosome complex subunit 2 (Signalosome subunit 2)	csn-2 B22I21.160 NCU00593	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	490	csn-2	367110
Q7SZM9	reviewed	TB1RA_XENLA	F-box-like/WD repeat-containing protein TBL1XR1-A (Nuclear receptor corepressor/HDAC3 complex subunit TBLR1-A) (TBL1-related protein 1-A) (xTBLR1) (Transducin beta-like 1X-related protein 1-A)	tbl1xr1-a tblr1	Xenopus laevis (African clawed frog)	519	tbl1xr1-a	8355
Q7T0L6	reviewed	CCNF_XENLA	Cyclin-F	ccnf	Xenopus laevis (African clawed frog)	761	ccnf	8355
Q7T0Q3	reviewed	R126A_XENLA	E3 ubiquitin-protein ligase RNF126-A (EC 2.3.2.27) (RING finger protein 126-A) (RING-type E3 ubiquitin transferase RNF126-A)	rnf126-a	Xenopus laevis (African clawed frog)	312	rnf126-a	8355
Q7T330	reviewed	SPOP_DANRE	Speckle-type POZ protein (HIB homolog 1) (SPOP1)	spop zgc:64140	Danio rerio (Zebrafish) (Brachydanio rerio)	374	spop	7955
Q7T3P8	reviewed	FEM1C_DANRE	Protein fem-1 homolog C (FEM1c) (FEM1-gamma)	fem1c	Danio rerio (Zebrafish) (Brachydanio rerio)	618	fem1c	7955
Q7TP98	reviewed	ILF2_RAT	Interleukin enhancer-binding factor 2 (Liver regeneration-related protein LRRG031)	Ilf2 Ab1-143	Rattus norvegicus (Rat)	463	Ilf2	10116
Q7TSP4	reviewed	IFNG_PERMA	Interferon gamma (IFN-gamma)	IFNG	Peromyscus maniculatus (North American deer mouse)	175	IFNG	10042
Q7TSX9	reviewed	ZAR1_RAT	Zygote arrest protein 1	Zar1	Rattus norvegicus (Rat)	361	Zar1	10116
Q7TZ12	reviewed	PUP_MYCBO	Prokaryotic ubiquitin-like protein Pup (Bacterial ubiquitin-like modifier)	pup BQ2027_MB2135C	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	64	pup	233413
Q7TZ13	reviewed	PSB_MYCBO	Proteasome subunit beta (EC 3.4.25.1) (20S proteasome beta subunit) (Proteasome core protein PrcB)	prcB BQ2027_MB2134C	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	291	prcB	233413
Q7VJD3	reviewed	HSLV_HELHP	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV HH_0310	Helicobacter hepaticus (strain ATCC 51449 / 3B1)	180	hslV	235279
Q7VKB4	reviewed	HSLV_HAEDU	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV HD_2006	Haemophilus ducreyi (strain 35000HP / ATCC 700724)	173	hslV	233412
Q7VUJ9	reviewed	HSLU_BORPE	ATP-dependent protease ATPase subunit HslU (Unfoldase HslU)	hslU htpI BP3087	Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251)	444	hslU	257313
Q7VUK0	reviewed	HSLV_BORPE	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV BP3086	Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251)	179	hslV	257313
Q7W215	reviewed	HSLV_BORPA	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV BPP0177	Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253)	179	hslV	257311
Q7W216	reviewed	HSLU_BORPA	ATP-dependent protease ATPase subunit HslU (Unfoldase HslU)	hslU htpI BPP0176	Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253)	444	hslU	257311
Q7WQZ3	reviewed	HSLV_BORBR	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV BB0179	Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50) (Alcaligenes bronchisepticus)	179	hslV	257310
Q7WQZ4	reviewed	HSLU_BORBR	ATP-dependent protease ATPase subunit HslU (Unfoldase HslU)	hslU htpI BB0178	Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50) (Alcaligenes bronchisepticus)	444	hslU	257310
Q7XEZ4	reviewed	TI11F_ORYSJ	Protein TIFY 11f (OsTIFY11f) (Jasmonate ZIM domain-containing protein 14) (OsJAZ14)	TIFY11F JAZ14 Os10g0391801 LOC_Os10g25250	Oryza sativa subsp. japonica (Rice)	330	TIFY11F	39947
Q7XV97	reviewed	TIF9_ORYSJ	Protein TIFY 9 (OsTIFY9) (Jasmonate ZIM domain-containing protein 5) (OsJAZ5) (OsJAZ11)	TIFY9 JAZ5 Os04g0395800 OsJ_14628 OSJNBb0039F02.2	Oryza sativa subsp. japonica (Rice)	188	TIFY9	39947
Q7YR30	reviewed	PP1RB_PANTR	E3 ubiquitin-protein ligase PPP1R11 (EC 2.3.2.27) (Protein phosphatase 1 regulatory subunit 11)	PPP1R11	Pan troglodytes (Chimpanzee)	126	PPP1R11	9598
Q7ZUK7	reviewed	WAC_DANRE	WW domain-containing adapter protein with coiled-coil	waca wac	Danio rerio (Zebrafish) (Brachydanio rerio)	558	waca	7955
Q7ZVX6	reviewed	UBA3_DANRE	NEDD8-activating enzyme E1 catalytic subunit (EC 6.2.1.64) (NEDD8-activating enzyme E1C) (Ubiquitin-activating enzyme E1C) (Ubiquitin-like modifier-activating enzyme 3) (Ubiquitin-activating enzyme 3)	uba3 ube1c zgc:55528	Danio rerio (Zebrafish) (Brachydanio rerio)	462	uba3	7955
Q7ZW16	reviewed	RNF41_DANRE	E3 ubiquitin-protein ligase NRDP1 (EC 2.3.2.27) (RING finger protein 41) (RING-type E3 ubiquitin transferase NRDP1)	rnf41 nrdp1 zgc:55389	Danio rerio (Zebrafish) (Brachydanio rerio)	318	rnf41	7955
Q7ZW78	reviewed	RN181_DANRE	E3 ubiquitin-protein ligase RNF181 (EC 2.3.2.27) (RING finger protein 181)	rnf181 si:ch211-102c2.10 zgc:56424	Danio rerio (Zebrafish) (Brachydanio rerio)	156	rnf181	7955
Q7ZX06	reviewed	SPOPA_XENLA	Speckle-type POZ protein A	spop-a	Xenopus laevis (African clawed frog)	374	spop-a	8355
Q7ZYA7	reviewed	DDI2_XENLA	Protein DDI1 homolog 2 (EC 3.4.23.-)	ddi2	Xenopus laevis (African clawed frog)	393	ddi2	8355
Q819X6	reviewed	HSLV_BACCR	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV BC_3828	Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711)	180	hslV	226900
Q81WK5	reviewed	HSLV_BACAN	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV BA_3968 GBAA_3968 BAS3681	Bacillus anthracis	180	hslV	1392
Q828I4	reviewed	PAFA_STRAW	Pup--protein ligase (EC 6.3.1.19) (Proteasome accessory factor A) (Pup-conjugating enzyme)	pafA SAV_6685	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	453	pafA	227882
Q828I7	reviewed	PSA_STRAW	Proteasome subunit alpha (20S proteasome alpha subunit) (Proteasome core protein PrcA)	prcA SAV_6682	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	253	prcA	227882
Q828I8	reviewed	PSB2_STRAW	Proteasome subunit beta 2 (EC 3.4.25.1) (20S proteasome beta subunit 2) (Proteasome core protein PrcB 2)	prcB2 prcB1 SAV_6681	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	281	prcB2	227882
Q828J0	reviewed	PUP_STRAW	Prokaryotic ubiquitin-like protein Pup (Bacterial ubiquitin-like modifier)	pup SAV_6679	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	72	pup	227882
Q828J2	reviewed	ARC_STRAW	Proteasome-associated ATPase (AAA ATPase forming ring-shaped complexes) (ARC) (Proteasomal ATPase)	arc SAV_6677	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	588	arc	227882
Q82JE3	reviewed	PSB1_STRAW	Proteasome subunit beta 1 (EC 3.4.25.1) (20S proteasome beta subunit 1) (Proteasome core protein PrcB 1)	prcB1 prcB2 SAV_2812	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	284	prcB1	227882
Q82SP7	reviewed	HSLV_NITEU	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV NE2260	Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC 14298)	173	hslV	228410
Q834K3	reviewed	HSLV_ENTFA	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV EF_1647	Enterococcus faecalis (strain ATCC 700802 / V583)	182	hslV	226185
Q83A94	reviewed	HSLU_COXBU	ATP-dependent protease ATPase subunit HslU (Unfoldase HslU)	hslU CBU_2012	Coxiella burnetii (strain RSA 493 / Nine Mile phase I)	447	hslU	227377
Q83A95	reviewed	HSLV_COXBU	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV CBU_2011	Coxiella burnetii (strain RSA 493 / Nine Mile phase I)	181	hslV	227377
Q84F94	reviewed	HSLV_MYXXA	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV	Myxococcus xanthus	175	hslV	34
Q84R94	reviewed	TI10A_ORYSJ	Protein TIFY 10a (OsTIFY10a) (Jasmonate ZIM domain-containing protein 6) (OsJAZ6) (OsJAZ5)	TIFY10A JAZ6 Os03g0402800 LOC_Os03g28940 OsJ_11194 OSJNBb0041J20.5	Oryza sativa subsp. japonica (Rice)	228	TIFY10A	39947
Q863Z0	reviewed	PSME2_PIG	Proteasome activator complex subunit 2 (Proteasome activator 28 subunit beta) (PA28b) (PA28beta)	PSME2	Sus scrofa (Pig)	239	PSME2	9823
Q865W6	reviewed	IFNG_CAMBA	Interferon gamma (IFN-gamma)	IFNG	Camelus bactrianus (Bactrian camel)	166	IFNG	9837
Q865X1	reviewed	IFNG_LAMGL	Interferon gamma (IFN-gamma)	IFNG	Lama glama (Llama)	166	IFNG	9844
Q866Y6	reviewed	IFNG_BOSIN	Interferon gamma (IFN-gamma)	IFNG	Bos indicus (Zebu)	166	IFNG	9915
Q86A21	reviewed	PSB1_DICDI	Proteasome subunit beta type-1	psmB1 DDB_G0272969	Dictyostelium discoideum (Social amoeba)	236	psmB1	44689
Q86B11	reviewed	CDC23_DICDI	Anaphase-promoting complex subunit 8 (APC8) (Cell division cycle protein 23 homolog)	anapc8 apc8 cdc23 DDB_G0272775	Dictyostelium discoideum (Social amoeba)	592	anapc8	44689
Q86IJ1	reviewed	PSDE_DICDI	26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (Sks1 multidrug resistance protein homolog)	psmD14 sks1 DDB_G0272566	Dictyostelium discoideum (Social amoeba)	306	psmD14	44689
Q86JA1	reviewed	PRS7_DICDI	26S proteasome regulatory subunit 7 (26S proteasome AAA-ATPase subunit RPT1) (Proteasome 26S subunit ATPase 2)	psmC2 DDB_G0276917	Dictyostelium discoideum (Social amoeba)	428	psmC2	44689
Q86K32	reviewed	UBE2N_DICDI	Probable ubiquitin-conjugating enzyme E2 N (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme N) (Ubiquitin carrier protein N) (Ubiquitin-protein ligase N)	ube2n DDB_G0277267	Dictyostelium discoideum (Social amoeba)	154	ube2n	44689
Q870A3	reviewed	PACC_FUSO4	pH-response transcription factor pacC/RIM101	pacC FOXG_02222	Fusarium oxysporum f. sp. lycopersici (strain 4287 / CBS 123668 / FGSC 9935 / NRRL 34936) (Fusarium vascular wilt of tomato)	609	pacC	426428
Q874R3	reviewed	APC2_SCHPO	Anaphase-promoting complex subunit 2 (20S cyclosome/APC complex protein apc2)	apc2 SPBP23A10.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	681	apc2	284812
Q87T20	reviewed	HSLV_VIBPA	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV VP0250	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)	183	hslV	223926
Q87V01	reviewed	HSLV_PSESM	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV PSPTO_5140	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	176	hslV	223283
Q887D0	reviewed	HOPM1_PSESM	Effector protein HopM1 (Hrp outer protein M1) (Type III effector HopPtoM)	hopM1 holPtoX hopPtoM PSPTO_1375 CEL ORF3	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	712	hopM1	223283
Q88D28	reviewed	HSLV_PSEPK	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV PP_5000	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	176	hslV	160488
Q88W25	reviewed	HSLV_LACPL	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV lp_1846	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	180	hslV	220668
Q89428	reviewed	VIF_HV1B9	Virion infectivity factor (Vif) (SOR protein) [Cleaved into: p17; p7]	vif	Human immunodeficiency virus type 1 group M subtype B (strain 89.6) (HIV-1)	192	vif	401671
Q89753	reviewed	VIF_HV2EH	Virion infectivity factor (Vif) (Q protein) (SOR protein)	vif	Human immunodeficiency virus type 2 subtype B (isolate EHO) (HIV-2)	216	vif	388821
Q89843	reviewed	VPU_HV1B9	Protein Vpu (U ORF protein) (Viral protein U)	vpu	Human immunodeficiency virus type 1 group M subtype B (strain 89.6) (HIV-1)	80	vpu	401671
Q89WM9	reviewed	HSLV_BRADU	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV bll0649	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	186	hslV	224911
Q8AIH6	reviewed	VPU_SIVTN	Protein Vpu (U ORF protein) (Viral protein U)	vpu	Simian immunodeficiency virus (isolate TAN1) (SIV-cpz) (Chimpanzee immunodeficiency virus)	83	vpu	388910
Q8AII0	reviewed	VIF_SIVTN	Virion infectivity factor (Vif)		Simian immunodeficiency virus (isolate TAN1) (SIV-cpz) (Chimpanzee immunodeficiency virus)	198		388910
Q8BFQ9	reviewed	KLH42_MOUSE	Kelch-like protein 42 (Cullin-3-binding protein 9) (Ctb9) (Kelch domain-containing protein 5)	Klhl42 Kiaa1340 Klhdc5	Mus musculus (Mouse)	493	Klhl42	10090
Q8BFR6	reviewed	ZFAN1_MOUSE	AN1-type zinc finger protein 1 (Zinc finger AN1-type-containing protein 1)	Zfand1	Mus musculus (Mouse)	268	Zfand1	10090
Q8BGY4	reviewed	KLH26_MOUSE	Kelch-like protein 26	Klhl26	Mus musculus (Mouse)	606	Klhl26	10090
Q8BH70	reviewed	FBXL4_MOUSE	F-box/LRR-repeat protein 4 (F-box and leucine-rich repeat protein 4)	Fbxl4	Mus musculus (Mouse)	621	Fbxl4	10090
Q8BH83	reviewed	ANKR9_MOUSE	Ankyrin repeat domain-containing protein 9	Ankrd9	Mus musculus (Mouse)	326	Ankrd9	10090
Q8BHL8	reviewed	PSMF1_MOUSE	Proteasome inhibitor PI31 subunit	Psmf1	Mus musculus (Mouse)	271	Psmf1	10090
Q8BID8	reviewed	FXL14_MOUSE	F-box/LRR-repeat protein 14 (F-box and leucine-rich repeat protein 14)	Fbxl14 Fbl14 Ppa	Mus musculus (Mouse)	400	Fbxl14	10090
Q8BJY1	reviewed	PSMD5_MOUSE	26S proteasome non-ATPase regulatory subunit 5 (26S protease subunit S5 basic) (26S proteasome subunit S5B)	Psmd5 Kiaa0072	Mus musculus (Mouse)	504	Psmd5	10090
Q8BK26	reviewed	FBX44_MOUSE	F-box only protein 44 (F-box only protein 6a)	Fbxo44 Fbxo6a	Mus musculus (Mouse)	255	Fbxo44	10090
Q8BNL5	reviewed	KCTD6_MOUSE	BTB/POZ domain-containing protein KCTD6	Kctd6	Mus musculus (Mouse)	237	Kctd6	10090
Q8BP31	reviewed	RN122_MOUSE	RING finger protein 122	Rnf122	Mus musculus (Mouse)	155	Rnf122	10090
Q8C432	reviewed	RN182_MOUSE	E3 ubiquitin-protein ligase RNF182 (EC 2.3.2.27) (RING finger protein 182) (RING-type E3 ubiquitin transferase RNF182)	Rnf182	Mus musculus (Mouse)	247	Rnf182	10090
Q8C6G8	reviewed	WDR26_MOUSE	WD repeat-containing protein 26	Wdr26	Mus musculus (Mouse)	641	Wdr26	10090
Q8C6Y6	reviewed	ASB14_MOUSE	Ankyrin repeat and SOCS box protein 14	Asb14	Mus musculus (Mouse)	587	Asb14	10090
Q8C7B6	reviewed	FXL22_MOUSE	F-box and leucine-rich protein 22	Fbxl22	Mus musculus (Mouse)	236	Fbxl22	10090
Q8CDN6	reviewed	TXNL1_MOUSE	Thioredoxin-like protein 1 (32 kDa thioredoxin-related protein)	Txnl1 Trp32 Txnl	Mus musculus (Mouse)	289	Txnl1	10090
Q8CDU6	reviewed	HECD2_MOUSE	Probable E3 ubiquitin-protein ligase HECTD2 (EC 2.3.2.26) (HECT domain-containing protein 2) (HECT-type E3 ubiquitin transferase HECTD2)	Hectd2	Mus musculus (Mouse)	774	Hectd2	10090
Q8CEF1	reviewed	FEM1C_MOUSE	Protein fem-1 homolog C (FEM1c) (FEM1-gamma)	Fem1c Kiaa1785	Mus musculus (Mouse)	617	Fem1c	10090
Q8CPH1	reviewed	HSLV_STAES	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV SE_0929	Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)	180	hslV	176280
Q8CXH2	reviewed	HSLV_OCEIH	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV OB1549	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)	181	hslV	221109
Q8D2S6	reviewed	HSLV_WIGBR	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV WIGBR2780	Wigglesworthia glossinidia brevipalpis	180	hslV	36870
Q8DCP3	reviewed	HSLV_VIBVU	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV VV1_1356	Vibrio vulnificus (strain CMCP6)	184	hslV	216895
Q8E9V0	reviewed	HSLV_SHEON	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV SO_4162	Shewanella oneidensis (strain MR-1)	174	hslV	211586
Q8F3Q4	reviewed	HSLV_LEPIN	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV LA_2346	Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601)	180	hslV	189518
Q8FBC0	reviewed	HSLU_ECOL6	ATP-dependent protease ATPase subunit HslU (Heat shock protein HslU) (Unfoldase HslU)	hslU c4884	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	443	hslU	199310
Q8FTE6	reviewed	PAFA_COREF	Pup--protein ligase (EC 6.3.1.19) (Proteasome accessory factor A) (Pup-conjugating enzyme)	pafA CE1623	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)	489	pafA	196164
Q8FY11	reviewed	HSLV_BRUSU	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV BR2080 BS1330_I2074	Brucella suis biovar 1 (strain 1330)	184	hslV	204722
Q8G3G3	reviewed	PAFA_BIFLO	Pup--protein ligase (EC 6.3.1.19) (Proteasome accessory factor A) (Pup-conjugating enzyme)	pafA BL1797	Bifidobacterium longum (strain NCC 2705)	486	pafA	206672
Q8GQU1	reviewed	HSLV_LEPBO	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV	Leptospira borgpetersenii	180	hslV	174
Q8GRS2	reviewed	TI11C_ORYSJ	Protein TIFY 11c (OsTIFY11c) (Jasmonate ZIM domain-containing protein 11) (OsJAZ11) (OsJAZ2)	TIFY11C JAZ11 Os03g0180900 LOC_Os03g08320 OsJ_09657 OSJNBa0050H14.23 OSJNBb0076N15.9	Oryza sativa subsp. japonica (Rice)	209	TIFY11C	39947
Q8GYA6	reviewed	PS13B_ARATH	26S proteasome non-ATPase regulatory subunit 13 homolog B (26S proteasome regulatory subunit RPN9b) (AtRNP9b) (26S proteasome regulatory subunit S11 homolog B)	RPN9B At4g19006 F13C5.4	Arabidopsis thaliana (Mouse-ear cress)	386	RPN9B	3702
Q8H045	reviewed	NAC54_ORYSJ	NAC domain-containing protein 54 (ONAC054) (Protein RICE DWARF VIRUS MULTIPLICATION 1)	NAC54 RIM1 Os03g0119966 LOC_Os03g02800 OJ1263H11.11 OsJ_09200	Oryza sativa subsp. japonica (Rice)	650	NAC54	39947
Q8H159	reviewed	UBQ10_ARATH	Polyubiquitin 10 [Cleaved into: Ubiquitin]	UBQ10 At4g05320 C17L7.240	Arabidopsis thaliana (Mouse-ear cress)	457	UBQ10	3702
Q8H395	reviewed	TI10B_ORYSJ	Protein TIFY 10b (OsTIFY10b) (Jasmonate ZIM domain-containing protein 7) (OsJAZ7) (OsJAZ6)	TIFY10B JAZ7 Os07g0615200 LOC_Os07g42370 P0616D06.125	Oryza sativa subsp. japonica (Rice)	244	TIFY10B	39947
Q8JZ13	reviewed	NSP1_ROTB4	Non-structural protein 1 (NSP1) (NCVP2) (Non-structural RNA-binding protein 53) (NS53)		Rotavirus A (strain RVA/Cow/United States/B641/XXXX/G6P7[5]) (RV-A)	491		10928
Q8K906	reviewed	HSLV_BUCAP	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV BUsg_557	Buchnera aphidicola subsp. Schizaphis graminum (strain Sg)	176	hslV	198804
Q8KD62	reviewed	HSLV_CHLTE	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV CT1192	Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) (Chlorobium tepidum)	181	hslV	194439
