Protein.Group	Columns can be as numerous as you want and contain whatever you want.	As long as there is a "Protein.Group" -column, and sample columns that match the sample table exactly.	6136_sample1_replicate1	6135_sample1_replicate2	6137_sample1_replicate3	6127_sample2_replicate1	6128_sample2_replicate2	6129_sample2_replicate3	sample3_replicate1	sample3_replicate2	sample3_replicate3	these_samples_without_sample_group_will_not_be_loaded	sample_without_sample_group_2	sample_without_sample_group_3
P78406			35198.8	42374.3	42646.7	28197.9	28059.3	26564.8	30312.1	29057	31230.3	28837.6	30880.7	31819.1
M0QZC1			8189.92	7908.76	8041.58	8969.49	8021.48	11177.1	10812.8	10253	9487.64	10197.2	8962.68	9822.31
Q7Z5U6			1405.34	1582.35	1746.65	1750.33	1876.28	2210.65	2114.93	1989.76	1977.98	1992.31	1652.88	1740.92
Q15121			141868	148155	141329	140402	146364	158073	145795	147104	142397	136236	150304	137033
O15439			50859.3	56989	53062.9	71403.9	73001.9	77740.3	70252.6	69327.6	70122.9	66965.5	66154.2	71918.4
O60636			245592	236527	225656	305068	278890	282190	270187	250402	232141	245381	256962	223795
P63126			8843.52	8665.15	9282.14	10366.9	10839.2	10816	10240.6	9124.98	8638.91	9278.2	8994.96	9050.08
Q9BW04			1680.86	3379.37	2753.31	3150.91	1916.22	2798.95	2560.74	2848.57	3260.42	3917.61	3617.08	2985.37
P07197			4480.35	5239.74	4200.81	5137.83	5163.39	4625.53	5495.05	5518.93	5984.56	5179.95	6095.48	5748.96
O60493			9306.65	8070.81	7286.4	8023.21	7261.98	7322.24	6572.83	7614.98	6117.24	6413.55	6784.95	6350.75
Q8N1Q1			10315	12861.1	11577.2	9762.39	11183.7	11156	11971.5	12455.3	12358.7	13270.6	13022	13734.6
P0DPP9			65934.6	72816.6	77515	51178.3	44380.3	49901.8	45432.9	51299.7	51774.7	50076	51153.5	46595.8
P0CL85			27146.9	25946.7	27212.5	27274.7	26613.8	27479.6	31426.6	29608.8	30020.9	32937.5	32452.4	32877.7
P62263			3187.73	3754.57	3773.66	2630	3517.28	4469.94	2957.42	2803.2	3379.53	3216.99	4055.53	4389.98
Q9P0K8			5169.3	4519.27	8643.2	10663.8	7957.6	8079.31	5955.43	5660.58	5440.84	5247.12	5411.27	6972.38
Q3MIR4			97112.6	95233.4	96529.7	105217	96628.1	99582.3	102410	97642.2	97011.3	92430.7	97797.7	91419.2
P51841			1663.64	1870.73	2047.6		1396.66		1133.55	1563.7	1488.84	1612.8	1376.02	2471.65
P35557			16363.6	14686.6	14888.3	8648.37	11802.6	13262.7	10958.5	12133.7	12047.3	11097.4	12969.9	12719.6
Q8NEZ5			20789.1	19001.9	17738.2	23966.3	21473.9	21904.4	22111.8	21516.1	21753	20088.2	19838.4	17320
Q15735			13820.2	13836.4	14068.1	16777.5	15536.6	16050.9	16223.2	15993.4	16676.9	15279.5	15065.5	15465.3
Q8N1H7			10296.2	12874.7	11704	16516.4	18603.9	18117	16020.2	16079	16686.8	15885.7	15503	15495.1
Q5T7M4			6175.78	5018.74	5707.46	3604.57	4120.61	3990.35	3639.75	3956.48	3773.09	2950.63	3751.62	3199.42
Q8NG97			11949.5	11945	10392.7	8252.01	7886.47	8855.43	7914.95	8100.42	8629.11	8114.65	7512.1	8231.63
P11137			11900.4	10038.1	7466.31	5598.21	3941.66	5453.84	7250.01	7006.16	8769.71	9280.86	7863.76	9627.07
Q8N6F8			665461	683601	675243	601760	629315	618143	598054	609355	610991	616172	620735	611951
Q6ZUX3			3129.94	4084.89	3920.61	3568.23	3469.86	3550.99	4550.55	3682.74	4130.71	4484.99	5806.46	4708.23
Q9H307				604.591	841.954									501.532
Q6ZUS6			143025	140970	139992	97258.1	92077.3	92402.5	90223.4	87507.3	87935.1	86135.9	86327.4	90709.1
O75340			24130.4	23130.2	22783.3	28521.9	30473.1	29716.3	29620.9	29033.7	29641.9	30599.9	30383.9	29431.6
P35475			19286.5	17834.2	17986.4	22036	20224.5	20940.7	22509.8	22257	22443.5	22534.2	22327	22350.1
Q15653			6461.38	5547.82	5754.13	6999.98	7001.51	7431.87	6726.21	6423.54	6973.71	5708.77	5260.46	4728.37
Q9Y5Y9			1583.37	1678.89	2310.19	1373.07	1637.67	1511.75	1256.26	1501.1	1461.63	1554.11	1792.2	1516.99
Q9NPG2			22727.3	24934.7	23108.3	17455.2	17841	18975.6	18670.1	16600.2	14834.8	18435	13575	18598.7
Q9P2F9			19724.2	19242.8	18219.7	13553.4	14361.1	15377.3	12386.8	13239.8	13153.2	11306.9	13656.6	15532.3
P08263			20645.4	20140.1	20868.6	23189.2	23417.6	24261.5	20314.4	19392.9	19270.7	18240.4	17448.5	17709.9
P09960			48730.2	45643.3	48679.9	45628.2	37830.7	40778.2	37093.3	34840.4	37337.5	33343.1	32526.4	34704.7
P54849			33656.3	33058.4	30761.9	32713.3	32784.6	30693.7	29012.6	32603.6	29548.6	30958.4	30949.6	29165.3
P08218			4272.23	6312.24	6357.24	4029.49	3931.49	3721.05	3549.06	3122.66	3615.32	3592.54	3263.94	3148.74
P26640			5829.83	5458.41	5492.66	3689.95	4115.66	4041.26	3891.98	3854.05	4049.52	3997.28	3952.1	4401.02
A6NM76			44091.1	39340	41523.8	30954.3	36506.6	35600.9	26900.2	26683.8	23125.1	21691.8	21834.6	23091.1
P30837				5067.97	7602.33	4240.25	10033.9	7764.28		2376.29	4263.01		2347.31	3729.34
P27701			25222.6	24670	24255.7	16957.6	17219	15364.1	14795.2	15832.5	17337.7	15064.6	16587.4	16362.8
Q9UF11			7566.37	7023.63	7396.59	5772.1	6870.77	8306.34	7217.36	7789.48	6928.98	7687.84	8346.91	7878.87
P46100			54445.1	54187.7	50270.3	36474.2	36898	39549.9	40833.8	35043.2	39272.6	43116	42299.7	42874.9
Q04726			18437.7	16101.2	15772	17325.1	17843.5	18763.9	18658	17396.3	18874.9	19506.2	19048.2	16361.2
Q96G75			13085	13315.5	15625.1	18885.3	18559.7	19047.9	15427.5	16565.8	16846.1	16447.2	15347.1	15888.1
Q9H1X1			43633.9	48503.8	48502	32302.3	30820.9	34101.9	35115.7	34224.4	36060.1	35778	34695.7	37544.4
Q5MJ07			3574.69	3378.48	3240.04	2710.77	2586.96	4065.33	2147.96	2592.7	3536.21	2565.78	2210.67	3834.9
Q96HJ9			18442.9	16770.3	17159.4	17016.4	14871.3	16941.1	14259.6	14885.6	14624.8	12274.7	13302.8	15470.2
O15040			2019.95								484.382	1034.46		1018.97
Q13432			20712.9	23126.8	24539.2	23931.1	24534.6	25125.5	27375.3	29581.7	27950.8	32663.3	27100.6	29614.2
Q96B33			25164	23221.8	23019.3	19614	26478.2	20099	21497.7	22051.8	19916.4	19713.4	20590.3	23090.5
P63261			207799	235430	231135	155645	159847	173590	150131	147802	131420	146601	144471	132156
Q9UPV0			1175.64	1203.93		1511.39	1686.79	1113.51	1963.65	1420.53	1425.91	1106.19	1727.85	1263.76
Q96A84			9015.67	10679.6	9319.25	9747.2	10573.4	9548.48	9062.32	8103.62	8820.86	9249.21	7786.66	8973.33
Q8NFQ8			6205.66	5816.68	5142.14	5277.5	5564.65	5597.59	5560.8	5424.48	4793.34	4950.21	4742.85	5066.34
Q9Y5H3			29714.5	32102.6	31395	49711.5	41270.9	54608.2	34052.6	31206.3	29543.4	30001.1	28047.6	25544.3
Q9UQF0			54295.3	53536	53516.1	44254.6	48325.4	42596	41715.1	41543.5	43892.7	41034.2	43232.9	44679.1
P59090			7279.36	8659.74	8529.69	7901.88	8345.34	9187.44	7000.08	7605.94	7712.18	8256.57	8022.11	7960.79
Q2TAZ0			3488.51	2562.49	2254.68	2435.58	2839.11	2461.09	2480.2	2156.35	2233.4	1947.93	1924.22	1895.47
Q4G0T1			328275	304232	296598	317248	296540	306088	265761	267609	264112	246695	251687	240535
Q8NG68			197623	216703	197510	146371	151759	150674	133710	134763	125085	123109	122460	126185
Q9NZ71			3873.39	3660.2	2587.92	3456.54	3295.37	3562.85	3651.51	2236.5	3732.65	3199.66	3356.98	3625.78
Q7Z4L5			14904.7	17410.2	17436.3	19073.5	20154.6	19244.4	21951.1	22566.7	22638.5	22446.4	22359.7	23409.6
Q9UFB7			60609.1	64583.7	57479.7	40230.4	30774.6	36026.1	40739.8	39505.4	40535.5	40060.8	39089.2	44062.2
Q9BSY9			4774.65	4089.24	2525.43	4816.17	4784.99	4608.21	4065.15	3262.35	4999.58	4477.78	4771.27	4666.25
Q9BRJ9			13011.2	10935.6	11198.4	10341.3	12846.2	12103.2	12778.3	13161.6	13231.6	12373.2	12970.9	14052.5
Q9UGM5			57435.3	57642.6	62129.2	47828	50575.5	47730.4	45690.1	46526.6	41586.1	45012.4	41731.3	39955.5
Q8NGY2			4896.93	4967.43	4348.67	5199.16	6791.79	6425.28	6734.98	6760.24	7134.95	6942.59	7573.15	7272.69
Q8N292			2293.76	1805.3	2447.83	2002.65	2140.59	2341.91	1830.15	2194.4	1691.64	1944.15	1834.16	2062.32
P49736			6288.92	5742.44	6873.51	7160.15	9142.65	8677.8	7756.79	8640.76	9333.24	9417.43	9616.37	9438.56
P86481			2740.95	2322.28	1919.76	1314.26	1381.2	1843.76	1592.16	1349.39	1706.99	1730.38	1470.26	1995.28
A0A075B6R0			996.501	443.823	935.832	861.756	822.95	929.583	881.538	517.035	936.318	1195.77	1018.09	916.187
Q8NAB2			2073.9	1607.41	1583.26	1859.99	2112.88	1765.4	2196.22	2441.73	2497.9	2351.22	2409.26	3112.42
P49759			30439.1	34979.8	32219.1	27568.3	30880.3	29445	25778.9	26260.7	26673.2	26607.3	28099.6	27397.3
Q9P217			3315.31	3244.87	3111.63	2380.93	5373.38	2427.27	1864.23	1795.84	2188.43	1787.29	2220.93	2540.24
Q53FA7			6021.74	6140.26	8321.01	6155.28		5969.43	6558.73	7121.03	7320.87	5760.15	5425.41	5897.76
P40123			6429.6	6244.03	6633.76	3513.18	3199.9	3415.79	2252.24	4944.42	3741.36			5487.99
Q96D09			3580.89	6332.53	6110.05		5333.75	5845.21	5669.89	6226.81	5333.54	5605.86	5542.91	6588.03
C9J302			7207.15	6555.15	6529.95	6152.06	3418.43	5044.88	6444.84	4297.33	5180.95	4962.48	5996.5	6546.46
Q96NL1				5319.76	5984.26	4036.05	4457.64	3560.51	2628.99	4271.16	3977.97	4409.13	4384.45	4347.1
Q92783			55219.1	65112.3	64470.4	41498.9	45009.5	43170.5	43005.5	41280.5	45173.9	46446.7	45284.3	45469.2
Q8NGN6			1516.96	1622.06	1849.67	1070.38		1085.35	1172		1540.14	2068.29	1447.59	1524.11
P41247			24051.8	23741	25242.6	28375.5	29694.3	28891.8	31783.4	31895.1	30378.9	35276.1	34577.1	36179.9
Q7Z5W3			28987.4	34677.4	30330.4	32948	32785.7	34541.5	31765.8	33429.7	32140.8	26456.8	30274.4	30688.2
Q9BQ52			4564.04	6705.68	3162.33	2547.51	4889.92	4784	3621.57	3490.18	3549.84	3863.43	3782.28	3860.36
P27658			416095	433467	447322	271006	283741	284611	280395	280027	289961	276545	285721	298630
O75563			51193.4	62349.1	56072.2	49695.1	46386.5	52149.2	44369.3	40449	42083.4	51533.9	47002.9	45692.6
Q52M58			3369.52	3603.38	3996.65	3868.62	3666.85	3704.18	3412.21	3462.44	2744.13	3640.66	3397.89	3268.96
P32241			3228.48	4633.69	3568.39	3128.39	3070.34	2215.93	2970.7	2920.5	2228.78	2245.12	2274.47	2625.35
Q08AF8			1262.41	1764.1	1921.1	3112.8	2605.04	3156.54	2036.31	2376.97	2309.79	2942.53	1173.96	1536.28
O95429			6290.2	6546.27	8065.67	9381.41	7880.38	8148.71	7085.72	7649.47	6583.11	5770.19	6262.01	6045.31
Q9UEY8			3086.37	3214.74	3600.97	1939.25	2481.58	2144.27	2374.55	2287.9	3012.59	3171.17	2653.74	2532.36
P00846			21549.6	19828	19635.4	14745	18042	17252	14740.5	13994.4	13112.4	14513.1	14710.6	13051.4
Q99811			38442.1	27346	32379.9	34848.8	39022.3	42382.3	27267.5	26912.8	26501.2	19573.4	21123.7	21130.9
Q9BXW6			1565.64	3393.75	2482.44	1949.99	2205.02	3985.38	2168.05	2095.16	2242.54	2305.51	2219.44	2543.58
O75342			34800.2	33560.1	34264.6	25636.5	27548.8	30913.2	26358.2	25320.9	24855.3	24993.6	23851.9	24227.4
P00414			7263.03	9243.44	10080.3	6296.89	7017.65	8053.06	8448.57	6543.84	8032.77	8299.86	7129.81	8921.35
Q68CQ4			1942.96	2819.26	2363.28	1780.49	2181.14	1807.53	1872.59	1426.98	1170.04	2069.82	1710.61	2003.3
Q9NPF5			5271.23	4617.21	4378.41	4243.56	4496.63	3499.75	4062.69	4115.26	4095.07	4414.42	3516.94	4057.45
Q9H0E2			16206.6	15916	16803.2	11897.1	11704	11719.2	11188.7	11155.3	10877.8	11676.2	10683	10456.8
P33076			5714.15	5104.73	4262.53	3784.88	3295.88	4598.65	4233.49	4850.96	3382.43	3755.13	5370.77	4990.23
Q5SR56			12869.3	13003.1	13284.1	16410.8	17191.8	16352.2	17488.1	18862.8	17275.3	16102	17574.8	17847.4
Q6NZ36			23391.4	23182.1	23527.3	21694.8	22761.9	21090.7	23097	22538.9	23736.5	22289.1	22437.5	23038.4
Q8N1E2			120983	115442	120473	129182	136765	134278	112536	115675	112504	111706	109243	103362
Q8N1P7			6334.43	6922.86	4298.1	4446.75	4879.17	4567.43	4671.23	4058.81	4132.29	3902.91	3409.29	3657.06
Q9HAI6			18323.1	19118.1	21064.1	12457	12597.8	11243.8	13136.5	14840.2	14092.4	16587.9	13892.9	15282.5
M0R2J8					2160.83			1140.26	1247.55	1585.58	1591.45	1343.22		730.813
Q8IWD5			3371.32	3620.29	3546.86	3734.31	3220.07	3027.09	3116.97	2959.22	3268.96	3629.13	3021.93	3121.02
Q969H4			7505.09	6141.73	6736.73	9482.85	9519.46	8095.5	8749.37	8173.74	9137.05	7613.44	9845.75	8832.03
Q8WUB2			13729.7	14705.3	14859.4	12378.2	13482.4	13141.8	11374	12304.3	12153.9	13090.8	11160.8	11153.7
P05305			35279.6	36765.6	37016.7	41596.2	40097.9	40428.8	40569.6	38540.8	41135.8	40377.8	39837.6	40320.7
Q7Z5J4			3381.09	2427.94	4192.73	4067.92	2325.26		2917.45	3721.89	2255.86	2754.61	2463.05	3444.37
P01718			2854.26	2679.12	2208.8	2450.28	2265.81	1949.69	2558.61	2355.91	3077.44	3152.9	2938.08	2985.98
P29972			14908.6	16631.5		20255.9	19233.6	21805.8	27311.1					
Q8TD43			3644.8	4067.79	3214.56	3298.15	3816.14	3902.53	5507.11	6088.08	5671.42	6386.3	7398.18	6332.16
Q9NRE2			80779.6	81440.6	80523.9	64663.4	71849.9	67463	93048.7	90235.4	92662.2	99728.9	105119	99393.9
P12757			1865.76	2213.3	2138.96	2476.48	2312.38	1473.46	2846.01	2999.22	2352.04	2945.8	2991.27	2809.52
Q8IY45			8065.21	6573.54	7934.39	6543.35	3488.45	4624.73	5438.44	4024.05	3838.94	4799.31	5063.04	5364.52
A8MUP2			6743.01	5842.68	4622.59	6226.74	5642.23	6109.71	7142.96	4627.86	6397.32	6724.29	7222.82	7179.06
Q86XA9			8829.28	8287.44	8254.91	8071.93	7707.43	10070.3	7991.48	6820.04	6078.95	6919.76	6872.27	5588.17
Q9BZ76			2481.03		896.958	2557.6	3496.39	2498.59	1241.6	1852.96	812.701	722.126	953.102	
P17483			11095.4	12254.3	10695.4	13412.5	10305.2	8754.91	8700.8	8182.74	8797.25	8950.43	7582.28	10181.2
P10747			5605.29	5362.59	4344.95		3479.01	5352.68	4589.34	5203.19	5641.24	6736.39	4914.9	6603.46
Q8NCG5			8373.18	7588.03	9043.42	8337	6540.31	7989.61	6837.49	7103.76	7232.38	8320.93	7837.77	7304.68
P98171			7184.19	8141.58	6953.53	7005.64	6684.89	7109.25	6557.15	7551.32	7618.31	8588.75	7534.22	8714.85
Q9NWT6			12966	14785.2	13105.5	12705.7	12345.8	11086.7	8935.24	11556.1	10618.4	10732.6	11039.6	10446.5
Q9BV44			11732.7	10604.9	12275.6	13156.6	11646.4	11265.8	11147.3	11469	12340.1	11328.6	12082.9	14317.6
Q9BVP2			28100.1	25225.7	25631.2	14878.2	17576.2	16186.2	18651.4	21261.2	18210.1	15867.7	21104.6	17044.6
Q14247			9830.33	10071.3	10737.8	12183.5	11080.6	10722.2	13302	13479.8	13623.1	14308	13787.8	15024.3
Q9H1C7			26906.9	27373.9	27931.3	33980.4	32450.7	32094.8	31360.4	30726.8	30936.3	29515.5	30530.3	30239.2
A2PYH4			13221.3	13265.7	12268.4	15669.9	15977.8	14174.9	15502.7	14408.3	15547.2	14361.5	15555.1	13455.1
Q86SQ6			4001.81	3177.58	2824.66	2734.65	2612.3	3077.44	2105.02	2076.33	2225.7	1808.2	2256.72	2287
P78562			1959.62	1638.55	1718.15	1730.19	1746.96	1996.91	2202.28	2287.23	1992.04	2590.33	2250.72	2609.18
Q8NEV1			3583.11	4157.67	4567.86	3636.11	3447.81	3758.68	3756.73	3515.53	3735.41	3100.52	2526.24	2905.69
Q9UQ52			1096.66	722.694	664.796		434.513		503.955			620.737	391.842	
Q5T4T6			5573.09	6032.2	7948.93	4091.87	5498.38	5837.81	4018.08	4769.05	4552.92	4041.81	3780.66	4196.65
Q8N474			10767.1	10500.3	10911.4	10986.7	11517.2	11464.4	10924.1	12323.3	11251	11116.6	11299.6	11442.8
D6R901			2243.72	2469.36	1777.5	2043.72	2090.76	2248.13	2189.74	2268.59	1780.17	2022.09	2074.57	1707.22
A8MXJ8			21269.3	19471.9	19669.2	17285.4	20058.4	19852.2	20763.6	19594.8	19275.8	18685.6	18848.1	22214.1
P15586			129713	125272	128491	125554	121422	125739	131681	126939	128829	134823	122841	130582
Q6QHC5			4532.54	4706.27	4646.75	3868.26	4576.97	4377.36	5584.53	5745.36	5468.65	6316.73	6606.88	6519.31
P49815				9388.78	7070.24	8043.12	7168.51	6982.04	7479.45	7280.51	3643.82	6831.71	7221.55	6709.76
Q6YHK3			2147.15	3463.39	2348.92	2411.12	3506.23	3812.39	2608.14	2926.74	1913.22	1513.23	1724.89	1978.81
Q9NPH0			104894	103433	96557.4	101595	103959	99166.8	101743	102772	100015	105673	100978	101648
Q9Y2V7			11362.2	10094.3	10427.7	9221	9617.33	9169.69	7102.95	8291.5	8428.76	7477.24	7831.29	7716.38
P53567			23710.8	24564	21759	18735.2	17656	20251.6	18377.9	20329.8	20640.3	20590.6	20901.1	21609
P59051			9499.47	11818.9	10507.2	7814.42	7100.89	7659.43	6570.51	7546.33	6340.16	4841.14	3671.74	7040.56
Q5VST6			3010.15	5486.79	2307.12	3887.73	3620.87	4449.53	2983.39	3704.49	5584.23	3487.43	3549.62	4241.33
Q8IUA0			370503	425256	421071	310272	337163	340624	324933	350052	384208	351431	337265	393437
Q5T160			17053.1	16306.1	17705.5	22881.2	23793.1	21838.4	22819.4	22647.9	23347.5	24832.7	23759.5	22123.2
Q9BXS0			4928.55	4649.85	4777.27	4888.62	4490.63	4137.31	6150.6	5926.63	5644.03	6361.9	6477.09	6695.16
Q8NAP8			12785.2	14041.8	14167.1	15855.7	15326.6	14958	17323.2	16579.5	15954.2	16784.9	17428.2	15661.8
Q8N239			10998.8	10878.1	11562.3	8889.58	8848.63	9311.6	9676.87	8649.33	10207.6	7474.56	7929.56	8499.91
O95292			149590	151131	132588	97737.2	106640	109853	106411	105823	116802	107476	112300	111145
Q6IQ32			31795.4	38614.4	35640.9	29598.5	35621	37677.7	35177.1	33889.9	34812.5	34927.6	34469.5	34770.3
P19387			26887.4	25586.7	25293.7	19074.3	17693.7	17326.6	23432.1	20124.1	24968.5	26450.4	26997.7	22772.3
A1L453			463561	581626	579276	511705	545316	552401	551488	510881	546615	623594	568350	581668
Q3ZCT1			11909	12753.6	14457.6	11070.8	10353.7	10665.7	8906.77	9666.05	9528.3	8613.63	9165.56	8464.28
Q8IX04			79426.7	75457.3	74953.4	68119.5	71568.8	75018.6	66880	72775.8	68635.2	67118.9	65806.3	73961
A0A0B4J249			8687.22	8763.52	8003.15	8936.34	7757.46	7904.1	7460.1	8200.84	7429.25	7146.32	8208.33	7984.1
Q9UHY1			5335.87	7427.05	7331.27	5401.68	4720.55	5206.85	5049.51	4875.58	5152.01	4102.52	4534.56	4467.17
Q99832			24640.8	20666.7	19404.9	19069.8	14669.9	15668.1	19232.5	17543.8	20133.7	19703.8	23327.1	28143.3
Q03936			7480.7	6909.64	6032.92	5737.37	6719.81	6905.64	5931.1	6746.58	6341.6	6488.18	6121.12	6252.73
O75935			18719.2	9755.97		25819.9	25062.9	29635.8	15093.9	13024.8	12264.8	12648.4	9851.55	4917.32
O75608			166563	176234	172710	120770	119700	126746	124864	139625	130715	125581	137812	135663
Q9NYZ2			35707.4	39833.6	39456.3	36346.5	35141.2	34836.1	47372.1	49474.8	50954.1	49994.4	50382.5	57243.9
Q96FZ2			1993.75	2467.29	2118.69	2856.17	1901.11		1815.37	1945.06	1630.4	1910.31	1488.3	1940.71
A4D1U4			90106.3	90887	89769.2	62140.5	67012.6	61729.7	65917.5	72234.5	67510.7	68855.5	72649	73847.3
Q9NZP5			18935	9032.76	9335.46	7693.57	9234.79	8645.9	7480.53	8193.58	5730.08	6464.66	6531.63	7015.46
Q8NGL9			11046.9	11554.1	11615.7	12914.7	12603	12491.7	14235.3	13486.3	14511.5	15146.4	14982.9	16046.7
Q9UBK2			18575.4	13806	15433.6	19989.1	16345.9	14287.8	11336.6	10427.7	11812.7	8291.57	9254.58	10019.9
P62910			2875.02	3208.64	2585.66		1967.45					1887.57	1681.57	
Q5T1C6			116819	99796.2	108695	95938.2	112246	98973.2	101289	95095.4	81860.5	77580.6	79200.5	79667.8
Q7Z5V6			29974.3	34456.4	34090.5	38775.8	33325.7	34502.6	31069.7	30318.9	29235.7	26247	25595.8	27654.2
Q1W6H9			2059.62	3494.58	4819.53	1936.13	2305.88	2344.75	4205.89	3922.4	5623.13	4632.64	4833.37	6303.83
O00165			39132.3	41790.1	39790.3	51528.6	40978.4	40369	41938.1	43752.2	41926.8	45289.5	41847.1	42982.3
A0A1B0GVM5			646.392	1025.21					967.107			527.559	914.919	711.541
Q92759			157575	152933	155030	135653	140393	131603	120638	118501	119656	119015	113944	117895
P0DPF5			2832.03	3128.85	1996.5	3793.46	2824.7	3878.86	3051.8	3024.96	4611.71	3954.04	2345.63	3207.99
Q7Z2K8			8872.62	11949.5	9606.85	5803.34	7177.8	5896.21	6746.44	7673.94	6442.45	7330.58	7119.12	7856.18
P36542			29132.8	29266.7	30702	27022.2	29011.7	25881.8	24731.8	24632.5	18903.6	17854.9	18743	17399.6
P17174			16835.9	14996.6	15038.7	14752	12692.3	12289.1	13257.9	12949.9	12948.5	7984.95	7447.76	6286.55
Q96R72			3613.32	4427.12	2884.57	2871.28	2836.64	3336.85	2244.9	2273.93	2939.48	1951.48	2602.33	2285.25
Q8TC99			26860.2	23845.5	19842	17327.5	17768.6	17027.5	20290.5	24177.5	18487	24227.4	24854.8	30839.5
Q8NH21			11222.6	10567.1	10760.5	10749.4	10045.3	10978.9	11235.2	11802.8	11526.7	10619.8	11811.5	11837
Q5VYS8			4098.26	5647.14	4136	4189.3	4380.57	6248.77	3691.03	5452.71	4209.77	4499.28	4389.93	4730.1
A6NI87			25807.5	28636.5	28050.5	16776.4	16760.9	15411.8	17616.8	15936.2	16952.3	17769.9	21875.2	18731.9
Q7Z6W7			1828.4		1866.83	2226.44	2637.69	1157.06	1738.9	1485.67		2789.61	3196.54	
P57086			2663.33	3643.8	4164.54	2091.11	2268.82	2014.65	3058.88		2267.32		3065.69	2844.21
P26358			6632.57	7736.09	9199.42	5369.27	5200.36	6830.08	5303.02	5901.71	4973.91	4546.18	5116.36	5434.38
Q14997			13897.2	11827.7	9751.67	13222.8	10976.6	11008.1	7661.14	7872.72	8138.68	7880.03	6159.67	6999.91
Q86VD1			9818.49	13708.3	15408.4	8894.05	6934.25	8006.23	8241.93	9530.85	9213.33	8571.11	8965.94	10429.8
Q5H9R7			15074.4	14372	15029.3	10609.6	11492.3	11584.8	9885.21	9876.66	10565.3	10435.4	8719.99	9938.38
O95983			13812.1	12184.7	14101.8	10701.9	11740.7	12259.6	12047.8	10326.4	11012.3	11065.8	10111.4	11159.2
Q9BWW7			61361.7	73264.2	71218.9	60371.3	58367.7	56978.1	57412.9	71418.9	68278.9	77908.2	76717.9	80331.8
Q5HYW3					951.217				1264.18	1377.98	1265.92	1812.39	1210.57	
Q75N90			44111.8	43074.9	39545.5	31225.3	29324.9	31963.6	25795	27022.8	30269.9	29329.6	24082.2	27496.6
Q9HCN4			54156.6	57836.4	58770.7	58718.7	64252	70749.6	59933.3	50652.2	50383.6	54298.8	48513.1	52572.7
A0A0C4DH69			29791.6	28321	32655.1	21814.7	20392.1	19074.4	21005.3	21262.4	19467.7	19432.6	18486.3	19728.8
P55916			27622.7	30584.7	28464.6	43273.1	27618.4	36905.8	24754.5	24543.2	26667	28634.1	25314.2	27786.7
Q6NYC8			9482.41	8703.7	8541.32	6093.44	3640.13	5436.69	6066.03	4704.78	4704.51	5850.91	5319.97	5812.09
P58107			191551	200860	183454	155889	167815	178306	161065	150175	146499	146272	158311	138933
A8MQ03			11977.5	11032.4	11752.1	13974.1	15308	15943.6	8558.98	11750.5	11966.9	8685.13	7902.97	8001.65
O00522			13560.2	17292.7	16737.4	20670.9	21773.4	20633.8	17647.7	19003	17356.9	17559.7	17583.4	15760.3
Q5U623			12426.8	5554.7	8165.46	9729.96	10157.6	8848.02	8472.27	10616.5	7760.41	7493.64	7992.67	6685.86
P11509				18237.6	16786.8	17680.3	15844.1	15996.1	14375.4	13106.4	10945.7	13490.4	14067.2	
Q8IYA2			25971.9	30160.8	26399.5	20718.1	18955.9	26002	20243.9	23131	23603.7	23461	19969.1	19689.4
Q8TEY5			26221.9	20991.3	26047	28397.6	28855.8	26273.1	23749.7	22222.1	19223.6	17659.6	18286.3	21022.2
O75808			56515.1	60684.9	59271.9	44223	46170.2	44216.5	47693.1	51182.3	45215.5	43889.4	47339.5	51856.6
Q5T1R4			5280.25		4218.89	6385.87	10334.4	5457.52	5595.65	7688.52	5312.29	5089.01	5522.7	5553.45
Q2PPJ7			210304	220890	232082	194060	186080	192766	179836	183604	168309	169967	169836	163609
P35789			1636.52	2338.37	1369.59		763.539	1025.63	911.898		1842.15	1239.73	498.324	1024.67
Q7LDG7				1022.64	1073.07	1024.58	983.34	1215.54	891.814	875.529	681.605	637.442	908.3	716.7
O75469			9314.19	4658.34	4447.76	10198.5	8307.52	8934.99	6564.94	5092.17	5095.5	5796.03	6603.44	5536.34
Q2M3R5			6343.12	8617.99	8606.8	8745.08	8551.23	7381.2	9725.99	10271.2	10971.1	13898.9	12279.3	12435
Q38SD2			97313.7	88855.3	87074.8	83977.1	86367.2	89431.8	98378.4	86626.1	81939.2	98164.8	91657.1	87860.1
A6NNH2			18596.8	17298.5	14276.1	17421	15653.1	17979.1	13787.3	13377.8	14891.6	12587.4	11219.3	10130.9
P27815			30856.7	32693.6	30249.6	36189.2	32167	36711.8	28276.4	31266.2	28526.3	24457.5	22672.9	19361.1
Q00973			13031.6	13094	13430.4	13360.6	12465.8	11146.6	12807	13521.2	12726.5	12214.5	11939.7	9796.12
Q9H205			9388.85	7082.35	8910.93	10268.1	9847.27	10007	8784.74	9619.37	9219.68	7568.8	8861.11	9335.88
Q96PY0			17452	16117.5	14694.3	11920.1	11213.8	12361.5	9364.27	9976.71	10259.6	10570.5	9794.52	10796.7
P55064			55859.3	58746.1	62484.2	38180.5	39682.7	43718.2	40094	41605.8	42755.6	41053.5	39664.3	41901.9
Q8IXW5			9946.53	11068	11785.7	8481.47	7925.41	9526.82	8014.89	7521.71	9086.88	6610.16	7789.65	9084.56
